model,scenario_id,n_masts,shapley_source_evidence,shapley_sensor_visibility,shapley_wind_error_sensitivity,featval_source_evidence,featval_sensor_visibility,featval_wind_error_sensitivity,v_all_maps,v_no_maps,efficiency_residual
GNN,ch4t-test-001256,5,0.838224,-0.100844,0.347078,0.186851,-1.072736,0.232193,-3.414257,-4.498716,2.220e-16
GNN,ch4t-test-001257,7,2.270507,0.334199,-1.179379,1.255301,1.097963,3.153205,-8.246163,-9.671489,2.220e-16
GNN,ch4t-test-001258,4,-0.023105,0.190679,0.072811,-0.022463,-0.903228,0.161231,-7.546357,-7.786742,0.000e+00
GNN,ch4t-test-001259,8,0.373656,-0.047815,-0.251144,0.725857,1.184644,0.897582,-4.752939,-4.827636,1.388e-17
GNN,ch4t-test-001260,8,0.110656,-0.003573,-0.138733,0.423873,0.659162,0.794956,-6.357786,-6.326136,6.939e-18
GNN,ch4t-test-001261,6,0.401426,0.044584,-0.036558,0.405211,-0.046242,0.556992,-4.965824,-5.375275,0.000e+00
GNN,ch4t-test-001262,6,0.188504,-0.050177,0.012960,0.097178,0.423864,0.135570,-6.018056,-6.169343,0.000e+00
GNN,ch4t-test-001263,4,0.619475,-0.040224,-0.085674,0.657696,-0.010242,1.070152,-5.428416,-5.921993,0.000e+00
GNN,ch4t-test-001264,6,-0.016843,-0.068360,-0.072359,0.038395,0.846875,0.175437,-6.409913,-6.252351,0.000e+00
GNN,ch4t-test-001265,8,-0.395058,0.053216,0.171026,0.706137,1.061979,0.347272,-6.589748,-6.418932,5.551e-17
GNN,ch4t-test-001266,8,-0.520902,-0.288047,0.544038,1.059438,0.901794,1.532632,-6.882097,-6.617185,5.551e-17
GNN,ch4t-test-001267,6,0.043905,0.142235,0.145771,0.213986,0.883145,0.832176,-6.963298,-7.295209,0.000e+00
GNN,ch4t-test-001268,7,0.008367,0.184804,-0.035240,-0.041889,0.653099,0.157611,-6.986996,-7.144927,0.000e+00
GNN,ch4t-test-001269,6,0.525711,0.079200,-0.070510,0.923800,0.975652,0.903673,-5.563040,-6.097441,0.000e+00
GNN,ch4t-test-001270,7,-0.052176,0.293459,-0.095001,0.029866,-0.393951,0.139290,-6.623647,-6.769929,2.776e-17
GNN,ch4t-test-001271,6,-0.103740,-0.212309,0.117082,0.666286,0.664873,1.212514,-5.035357,-4.836391,0.000e+00
GNN,ch4t-test-001272,5,1.919278,0.350247,-0.922159,0.612791,1.333682,1.695601,-6.756494,-8.103860,0.000e+00
GNN,ch4t-test-001273,8,0.568611,0.197981,-0.533840,0.940639,0.393236,2.490423,-5.020419,-5.253171,5.551e-17
GNN,ch4t-test-001274,4,0.318442,0.426007,-0.021517,0.000458,0.854018,0.177054,-7.281767,-8.004700,0.000e+00
GNN,ch4t-test-001275,7,0.427235,0.199116,-0.118808,0.340235,0.887833,0.240427,-5.255864,-5.763408,0.000e+00
GNN,ch4t-test-001276,4,0.011670,0.346736,-0.031870,-0.022517,0.318311,0.176680,-7.318820,-7.645357,5.551e-17
GNN,ch4t-test-001277,6,-0.531009,0.105398,-0.115395,0.189959,-1.284314,1.202318,-6.706262,-6.165256,0.000e+00
GNN,ch4t-test-001278,6,0.515258,0.135459,-0.123141,0.196586,1.231617,0.594496,-6.926216,-7.453793,0.000e+00
GNN,ch4t-test-001279,7,-0.841731,-0.185050,0.123614,0.561387,-0.217329,0.524497,-9.595278,-8.692111,2.220e-16
GNN,ch4t-test-001280,7,-0.001804,0.402615,0.031084,0.005472,0.782865,0.192912,-6.506613,-6.938508,5.551e-17
GNN,ch4t-test-001281,5,-0.475397,-0.639493,-0.811017,0.208780,0.880000,0.453677,-9.726684,-7.800776,0.000e+00
GNN,ch4t-test-001282,5,0.943703,-0.103732,-0.207428,0.802401,-0.040126,0.723628,-3.777449,-4.409991,1.110e-16
GNN,ch4t-test-001283,5,0.042816,-0.013268,-0.053672,1.205041,0.994076,1.278018,-7.072203,-7.048079,0.000e+00
GNN,ch4t-test-001284,5,1.050252,0.252469,-0.221848,0.480522,0.189328,0.570588,-4.903046,-5.983919,0.000e+00
GNN,ch4t-test-001285,7,1.551470,0.266381,-0.485248,0.745769,1.182220,1.707203,-3.262723,-4.595325,0.000e+00
GNN,ch4t-test-001286,7,-0.002205,0.089760,-0.030392,0.004872,-1.187465,0.136075,-8.379633,-8.436796,0.000e+00
GNN,ch4t-test-001287,5,0.801444,-0.036964,-0.053363,0.380307,0.375620,0.902155,-3.929714,-4.640832,1.110e-16
GNN,ch4t-test-001288,8,0.103988,0.860282,-0.168779,-0.043840,0.886440,0.195032,-6.739938,-7.535429,0.000e+00
GNN,ch4t-test-001289,7,-0.010914,0.273041,-0.042119,0.017872,0.616935,0.204430,-6.002160,-6.222168,0.000e+00
GNN,ch4t-test-001290,6,-0.179575,0.386632,-0.038274,-0.018284,-0.045218,0.139052,-8.087910,-8.256692,0.000e+00
GNN,ch4t-test-001291,6,0.092794,-0.034676,-0.117700,0.566188,1.104921,0.591554,-6.676023,-6.616441,0.000e+00
GNN,ch4t-test-001292,7,0.037275,-0.068008,0.002336,0.011545,-0.324911,0.148736,-8.215660,-8.187264,0.000e+00
GNN,ch4t-test-001293,6,0.439157,-0.170420,0.136714,0.579983,0.381333,1.292556,-5.050301,-5.455753,0.000e+00
GNN,ch4t-test-001294,6,1.583813,-0.010551,-0.252731,0.365581,0.609255,0.497813,-3.790561,-5.111092,0.000e+00
GNN,ch4t-test-001295,6,0.918232,0.265391,-0.114385,0.523609,0.777615,0.413338,-3.585182,-4.654421,0.000e+00
GNN,ch4t-test-001296,8,1.163158,-0.168073,-0.244140,0.760025,-0.484785,0.754096,-3.061256,-3.812201,2.220e-16
GNN,ch4t-test-001297,5,1.059179,-0.073522,-0.103093,1.482736,0.119021,0.751375,-3.612576,-4.495140,2.220e-16
GNN,ch4t-test-001298,7,0.847333,0.057049,-0.189727,0.465396,0.931053,0.356909,-3.813547,-4.528201,0.000e+00
GNN,ch4t-test-001299,8,3.194556,-0.613959,-0.721313,2.308030,-0.054451,1.735551,-3.280911,-5.140195,2.220e-16
GNN,ch4t-test-001300,5,0.598393,-0.090733,-0.163439,0.461159,-0.509994,0.584337,-4.965039,-5.309260,0.000e+00
GNN,ch4t-test-001301,5,0.144892,-0.021354,0.006559,0.297636,0.651616,0.191892,-7.879019,-8.009117,2.776e-17
GNN,ch4t-test-001302,5,1.292733,-0.130191,-0.349212,0.713416,0.295861,0.909635,-2.430608,-3.243938,0.000e+00
GNN,ch4t-test-001303,6,0.065709,-0.004523,-0.021422,2.356766,1.012267,1.077814,-4.514673,-4.554437,0.000e+00
GNN,ch4t-test-001304,7,0.709849,0.127257,-0.148573,0.912314,1.035647,2.205382,-3.345521,-4.034055,0.000e+00
GNN,ch4t-test-001305,4,0.046061,-0.055133,0.015818,0.015927,0.961410,0.155594,-5.998894,-6.005640,6.939e-18
GNN,ch4t-test-001306,5,0.481483,-0.026492,-0.039743,0.757106,0.881255,0.573242,-4.817203,-5.232450,0.000e+00
GNN,ch4t-test-001307,6,1.932756,-0.170505,-0.151035,1.507738,0.875649,1.645385,-6.770585,-8.381800,4.441e-16
GNN,ch4t-test-001308,8,-0.007246,0.485905,-0.069023,0.017094,0.633146,0.125654,-5.543704,-5.953341,5.551e-17
GNN,ch4t-test-001309,4,0.015941,-0.012420,0.058332,-0.005249,-1.653249,0.123632,-7.258217,-7.320070,6.939e-18
GNN,ch4t-test-001310,4,0.987660,0.036555,-0.495272,1.107490,0.071541,2.396064,-2.946604,-3.475547,1.110e-16
GNN,ch4t-test-001311,7,-1.281196,-0.968706,0.200219,0.898717,0.896963,1.012419,-7.576132,-5.526449,0.000e+00
GNN,ch4t-test-001312,6,0.045724,0.456540,-0.020803,0.000383,-0.109109,0.159643,-6.839408,-7.320869,5.551e-17
GNN,ch4t-test-001313,7,-0.015379,0.215410,-0.098913,-0.031831,-0.085513,0.174721,-9.213526,-9.314644,0.000e+00
GNN,ch4t-test-001314,4,0.008259,0.107159,-0.035207,0.012635,0.031177,0.196668,-6.216889,-6.297100,0.000e+00
GNN,ch4t-test-001315,6,0.936282,0.047898,-0.238932,0.492558,0.213220,0.997377,-4.574291,-5.319539,0.000e+00
GNN,ch4t-test-001316,5,-0.022353,0.007626,-0.111692,0.122147,-0.063559,0.270680,-5.742404,-5.615985,0.000e+00
GNN,ch4t-test-001317,7,0.186789,0.098372,0.083324,-0.022001,0.363230,0.138791,-9.657525,-10.026011,0.000e+00
GNN,ch4t-test-001318,7,0.036477,-0.194063,0.029218,-0.015764,0.578440,0.119919,-10.969216,-10.840848,0.000e+00
GNN,ch4t-test-001319,7,0.231314,-0.014126,-0.031490,1.711697,0.548795,1.796904,-5.570527,-5.756225,0.000e+00
GNN,ch4t-test-001320,7,0.900406,-0.025624,-0.139732,1.190258,0.807854,1.767512,-3.164857,-3.899907,0.000e+00
GNN,ch4t-test-001321,6,0.664886,0.087497,-0.375344,0.653637,0.300075,1.299206,-5.016381,-5.393420,1.110e-16
GNN,ch4t-test-001322,7,0.045637,0.446437,0.025517,0.031144,-0.429748,0.123240,-7.562300,-8.079891,1.110e-16
GNN,ch4t-test-001323,4,1.220800,-0.005145,-0.325593,0.778864,1.172971,0.885332,-5.007142,-5.897204,1.110e-16
GNN,ch4t-test-001324,8,0.216609,-0.015071,-0.050016,2.452250,0.903318,0.915299,-4.160000,-4.311522,2.776e-17
GNN,ch4t-test-001325,6,1.308108,-0.292478,-0.182246,0.414861,-1.156315,0.458498,-5.166617,-6.000001,0.000e+00
GNN,ch4t-test-001326,8,1.082580,0.055105,-0.033550,0.568195,0.874109,1.526515,-4.931904,-6.036040,0.000e+00
GNN,ch4t-test-001327,7,0.888596,0.041372,-0.086964,0.916312,0.984805,0.450427,-3.787853,-4.630856,1.110e-16
GNN,ch4t-test-001328,4,0.401349,-0.005901,-0.044558,0.350411,0.353873,0.425698,-5.038889,-5.389779,0.000e+00
GNN,ch4t-test-001329,5,0.098264,0.460245,0.078262,0.026903,0.078892,0.189074,-7.850295,-8.487067,0.000e+00
GNN,ch4t-test-001330,8,1.465996,-0.023376,-0.242265,0.267815,0.994904,0.239369,-3.562013,-4.762368,0.000e+00
GNN,ch4t-test-001331,7,1.738319,-0.052969,-0.058013,1.829744,0.783953,1.272278,-4.327917,-5.955255,0.000e+00
GNN,ch4t-test-001332,8,0.391384,0.023280,-0.050148,0.490400,0.957586,0.374481,-5.140782,-5.505298,0.000e+00
GNN,ch4t-test-001333,4,-1.038190,-0.825849,-1.694392,0.150793,1.199969,0.563959,-10.389571,-6.831142,4.441e-16
GNN,ch4t-test-001334,5,0.310300,-0.017919,-0.039871,1.061864,-0.715028,0.605331,-3.837034,-4.089544,5.551e-17
GNN,ch4t-test-001335,5,0.677123,0.090777,-0.180295,0.367881,0.469358,0.485325,-4.629080,-5.216684,0.000e+00
GNN,ch4t-test-001336,8,-0.042276,-0.005405,0.091714,0.684383,1.019458,1.557209,-3.919361,-3.963393,6.939e-18
GNN,ch4t-test-001337,4,0.039655,0.414645,-0.337470,0.159733,0.605793,0.277021,-9.622551,-9.739381,5.551e-17
GNN,ch4t-test-001338,7,0.510452,0.032474,-0.081144,0.254263,-0.191994,0.373153,-4.407671,-4.869452,0.000e+00
GNN,ch4t-test-001339,6,-0.071301,-0.196834,-0.053123,0.254860,0.206233,0.475091,-5.738726,-5.417467,0.000e+00
GNN,ch4t-test-001340,6,1.054882,0.234329,-0.269873,0.587751,0.966615,1.360638,-5.051430,-6.070768,0.000e+00
GNN,ch4t-test-001341,7,-0.847347,-0.363173,0.600091,0.207859,1.141432,0.622232,-4.682396,-4.071967,0.000e+00
GNN,ch4t-test-001342,5,0.043852,0.196354,0.154618,-0.014012,0.049090,0.141699,-6.274857,-6.669681,0.000e+00
GNN,ch4t-test-001343,7,0.222889,0.132258,-0.104600,0.580041,0.947339,0.750311,-6.260537,-6.511084,0.000e+00
GNN,ch4t-test-001344,8,2.203430,-0.445458,-0.296364,0.868076,1.049322,0.664321,-2.588886,-4.050494,0.000e+00
GNN,ch4t-test-001345,4,0.154746,-0.032663,-0.010070,1.710948,0.845587,0.976803,-3.315208,-3.427220,0.000e+00
GNN,ch4t-test-001346,8,0.426613,0.040246,-0.096299,0.541285,0.819389,0.422296,-4.689483,-5.060043,5.551e-17
GNN,ch4t-test-001347,6,0.047241,0.186713,-0.044726,-0.004799,0.511179,0.156129,-5.454314,-5.643543,0.000e+00
GNN,ch4t-test-001348,7,1.082608,0.134491,-0.120468,0.367364,0.699348,0.359654,-3.050091,-4.146722,0.000e+00
GNN,ch4t-test-001349,5,0.004554,0.038353,-0.007319,0.003126,-2.304917,0.030643,-9.301869,-9.337457,6.939e-18
GNN,ch4t-test-001350,7,1.053096,1.041679,0.099610,0.417626,0.822151,0.865184,-5.040725,-7.235110,0.000e+00
GNN,ch4t-test-001351,4,0.575155,0.190263,-0.165425,0.112874,0.910103,0.272222,-5.543266,-6.143259,0.000e+00
GNN,ch4t-test-001352,6,0.037995,0.297040,-0.054859,-0.016287,0.258205,0.190227,-5.714482,-5.994659,0.000e+00
GNN,ch4t-test-001353,5,0.183880,-0.067143,-0.008757,0.868158,1.022840,0.994070,-4.140548,-4.248529,0.000e+00
GNN,ch4t-test-001354,4,-0.060361,0.029183,0.168779,0.220991,1.005879,0.817500,-6.089815,-6.227416,0.000e+00
GNN,ch4t-test-001355,4,-0.091440,0.126563,0.225944,-0.008539,-2.520669,0.069646,-9.164405,-9.425472,0.000e+00
GNN,ch4t-test-001356,6,-0.007132,0.110708,-0.125133,-0.018823,-0.307746,0.184478,-8.287321,-8.265764,1.388e-17
GNN,ch4t-test-001357,5,0.044307,0.202805,-0.032278,0.029080,0.229009,0.140595,-6.950208,-7.165042,2.776e-17
GNN,ch4t-test-001358,4,0.075236,0.024725,-0.002029,0.392767,0.827406,0.220926,-4.725115,-4.823048,0.000e+00
GNN,ch4t-test-001359,6,-0.312529,-0.294239,0.657029,0.457224,0.718289,1.397752,-5.378194,-5.428456,0.000e+00
GNN,ch4t-test-001360,7,-0.069059,-0.007157,0.121418,0.604414,0.611279,0.873658,-4.872310,-4.917512,1.388e-17
GNN,ch4t-test-001361,8,-0.349535,-0.153006,0.493122,0.435599,1.271795,1.602140,-9.358580,-9.349162,0.000e+00
GNN,ch4t-test-001362,5,0.515959,-0.030987,0.094200,0.536868,0.884979,1.425387,-6.815828,-7.395001,0.000e+00
GNN,ch4t-test-001363,6,0.667139,0.221751,-0.056614,0.094466,0.178830,0.229768,-4.702608,-5.534885,0.000e+00
GNN,ch4t-test-001364,8,-0.012993,0.588655,-0.029512,-0.000636,0.645165,0.127016,-7.003448,-7.549598,1.110e-16
GNN,ch4t-test-001365,5,0.169780,-0.106787,-0.100797,0.029571,1.052095,0.260692,-6.026333,-5.988530,0.000e+00
GNN,ch4t-test-001366,4,0.327383,0.121606,-0.154848,0.123044,0.622419,0.438026,-5.309685,-5.603825,0.000e+00
GNN,ch4t-test-001367,5,1.728702,-0.142762,-0.140941,0.640074,0.135772,0.475352,-5.842340,-7.287340,0.000e+00
GNN,ch4t-test-001368,4,1.436797,-0.210632,-0.390075,1.446774,0.642856,1.178120,-5.523119,-6.359210,1.110e-16
GNN,ch4t-test-001369,8,0.299163,-1.142264,0.079508,-0.009588,-0.666632,0.146796,-10.155145,-9.391552,0.000e+00
GNN,ch4t-test-001370,5,0.060118,-0.073464,0.258776,0.072600,0.992227,0.425261,-4.988688,-5.234117,0.000e+00
GNN,ch4t-test-001371,4,0.811217,0.094384,-0.250713,0.326869,0.750750,1.002940,-6.044582,-6.699471,0.000e+00
GNN,ch4t-test-001372,6,0.001205,-0.069889,0.119497,0.213317,-0.751070,0.338132,-4.868947,-4.919759,1.388e-17
GNN,ch4t-test-001373,5,0.197015,0.019130,0.314142,0.382706,0.536451,0.829475,-4.607043,-5.137330,0.000e+00
GNN,ch4t-test-001374,8,-0.202992,-0.040060,-0.069906,1.092596,1.032406,2.215144,-5.192728,-4.879770,0.000e+00
GNN,ch4t-test-001375,4,0.010700,0.107495,-0.023182,-0.018493,-0.981121,0.106626,-7.546205,-7.641218,1.388e-17
GNN,ch4t-test-001376,4,0.480757,-0.030597,-0.265345,0.651061,0.702912,0.870954,-5.024753,-5.209568,0.000e+00
GNN,ch4t-test-001377,7,1.382629,-0.066397,-0.468940,0.798167,0.993394,1.024639,-3.458587,-4.305878,2.220e-16
GNN,ch4t-test-001378,5,0.044727,0.073786,-0.042806,-0.027500,-0.269970,0.153238,-7.703919,-7.779625,0.000e+00
GNN,ch4t-test-001379,4,-0.015247,0.727710,-0.019222,-0.015289,0.622445,0.152939,-5.605145,-6.298385,0.000e+00
GNN,ch4t-test-001380,5,0.791892,-0.006569,-0.091406,0.714739,0.527425,0.456980,-4.244787,-4.938704,1.110e-16
GNN,ch4t-test-001381,4,-0.044877,0.325479,0.002301,-0.022857,-0.054933,0.135658,-8.645163,-8.928066,5.551e-17
GNN,ch4t-test-001382,7,0.275727,0.016308,-0.017029,0.884552,1.024468,0.639485,-4.005276,-4.280282,5.551e-17
GNN,ch4t-test-001383,5,0.149368,-0.266745,-0.577483,0.369010,0.701037,1.012272,-7.483734,-6.788875,0.000e+00
GNN,ch4t-test-001384,6,0.730611,-0.263301,-0.294501,0.620654,0.900304,0.469576,-5.166221,-5.339030,0.000e+00
GNN,ch4t-test-001385,8,0.649824,-0.057866,-0.107630,1.349099,1.236331,1.096177,-3.332230,-3.816558,0.000e+00
GNN,ch4t-test-001386,5,0.048033,0.028972,0.020891,-0.007208,-1.820959,0.094788,-10.129968,-10.227865,1.388e-17
GNN,ch4t-test-001387,8,0.684769,0.259739,-0.072089,0.303515,0.502064,0.358355,-3.145912,-4.018332,0.000e+00
GNN,ch4t-test-001388,4,0.307092,0.289597,-0.030604,0.061658,1.151433,0.255378,-6.665319,-7.231404,0.000e+00
GNN,ch4t-test-001389,7,1.347089,-0.087619,-0.460776,0.316913,1.189254,0.503152,-3.575040,-4.373734,0.000e+00
GNN,ch4t-test-001390,5,0.003632,0.142732,0.086462,0.222818,0.624756,0.556280,-6.353147,-6.585974,2.776e-17
GNN,ch4t-test-001391,7,0.031485,0.105698,0.020087,-0.040794,-0.200703,0.128798,-6.426413,-6.583684,0.000e+00
GNN,ch4t-test-001392,5,0.897145,0.810313,0.240602,0.186351,0.648116,0.554903,-5.426761,-7.374821,0.000e+00
GNN,ch4t-test-001393,6,-0.086305,-0.019589,-0.209054,0.873108,1.208472,2.182024,-6.279482,-5.964534,0.000e+00
GNN,ch4t-test-001394,4,1.028267,-0.147293,-0.169607,2.011045,0.038752,0.633413,-3.527419,-4.238786,1.110e-16
GNN,ch4t-test-001395,8,0.312142,0.059689,-0.090942,0.442892,0.733442,0.238424,-4.334147,-4.615035,0.000e+00
GNN,ch4t-test-001396,7,0.321554,-0.008575,-0.044967,1.046585,0.810404,0.305213,-4.598539,-4.866551,5.551e-17
GNN,ch4t-test-001397,7,-0.308178,-0.115910,0.602851,0.673281,0.418397,1.378498,-5.689968,-5.868731,0.000e+00
GNN,ch4t-test-001398,7,-0.000889,0.151556,0.021651,-0.015970,-1.719654,0.085954,-7.570761,-7.743079,2.776e-17
GNN,ch4t-test-001399,8,2.226968,-0.206534,-0.653409,1.519212,0.713559,1.733515,-3.784353,-5.151378,2.220e-16
GNN,ch4t-test-001400,7,0.987992,-0.026098,-0.059971,0.685273,1.040963,0.317797,-3.107677,-4.009601,0.000e+00
GNN,ch4t-test-001401,8,2.644549,0.032001,0.039359,0.524713,0.489630,0.579671,-2.523602,-5.239510,8.882e-16
GNN,ch4t-test-001402,8,0.242810,-0.047729,-0.027343,0.123827,0.791674,0.109648,-5.921252,-6.088989,0.000e+00
GNN,ch4t-test-001403,5,-0.221645,0.026899,0.138699,0.127254,0.788516,0.151678,-7.796964,-7.740916,6.939e-18
GNN,ch4t-test-001404,8,0.243327,0.053446,-0.055010,0.423786,0.844234,1.048381,-6.458007,-6.699770,0.000e+00
GNN,ch4t-test-001405,8,0.007996,0.339899,0.035736,0.015272,0.526569,0.170561,-5.605628,-5.989258,0.000e+00
GNN,ch4t-test-001406,6,-0.533011,-0.069448,0.927671,0.519578,-0.030582,1.365650,-3.729500,-4.054711,1.110e-16
GNN,ch4t-test-001407,5,0.258267,0.032197,-0.134510,0.218806,0.582609,0.571205,-5.594269,-5.750223,2.776e-17
GNN,ch4t-test-001408,5,0.064354,0.688624,-0.009364,-0.009373,0.944145,0.195691,-6.474083,-7.217697,0.000e+00
GNN,ch4t-test-001409,8,1.478853,-0.148413,-0.281812,1.338954,0.975778,1.242512,-4.325606,-5.374235,0.000e+00
GNN,ch4t-test-001410,4,0.010394,0.491227,0.063770,-0.013162,-1.378014,0.136214,-7.328442,-7.893833,1.110e-16
GNN,ch4t-test-001411,5,0.697576,0.095343,-0.431557,0.615739,0.641546,1.053557,-3.618948,-3.980310,5.551e-17
GNN,ch4t-test-001412,7,1.646956,0.021065,-0.469274,1.514947,0.372975,2.471127,-3.899652,-5.098400,2.220e-16
GNN,ch4t-test-001413,8,-0.008450,-0.304271,0.104232,0.301929,0.632764,0.482694,-6.032145,-5.823656,2.776e-17
GNN,ch4t-test-001414,8,0.470143,-0.643824,-0.040303,0.756872,0.184494,1.120258,-4.412266,-4.198283,0.000e+00
GNN,ch4t-test-001415,4,0.361637,0.194553,0.106268,0.240172,-0.008600,0.415624,-3.568006,-4.230464,0.000e+00
GNN,ch4t-test-001416,6,0.014271,0.256461,-0.033187,0.007068,0.523467,0.131707,-8.092015,-8.329560,2.776e-17
GNN,ch4t-test-001417,7,1.272218,0.331672,-0.637103,0.907539,0.789163,1.933159,-4.592555,-5.559341,2.220e-16
GNN,ch4t-test-001418,5,-0.011708,0.265067,0.001642,0.013088,0.743628,0.223634,-5.992929,-6.247930,5.551e-17
GNN,ch4t-test-001419,6,0.834903,-0.106850,-0.168842,2.316073,0.710315,1.252323,-2.665545,-3.224757,1.110e-16
GNN,ch4t-test-001420,4,-0.179912,-0.048843,-0.287873,0.687467,-0.676221,1.459838,-4.350414,-3.833787,0.000e+00
GNN,ch4t-test-001421,6,-0.170548,-1.605068,0.333538,-0.020709,0.609549,0.190993,-9.944940,-8.502862,2.220e-16
GNN,ch4t-test-001422,8,0.202978,0.030205,0.251832,0.086196,0.989527,0.460402,-5.305217,-5.790232,0.000e+00
GNN,ch4t-test-001423,7,0.091717,-0.391078,0.223029,0.504962,-0.315827,1.016989,-7.524482,-7.448150,0.000e+00
GNN,ch4t-test-001424,5,-1.130200,-0.342323,0.179456,0.754032,0.383189,1.034730,-6.615979,-5.322913,0.000e+00
GNN,ch4t-test-001425,5,-0.151999,-0.524550,1.165691,0.376663,0.134823,1.434026,-4.156805,-4.645948,1.110e-16
GNN,ch4t-test-001426,7,0.697229,-0.022197,-0.227542,0.652038,1.041122,0.932173,-4.083313,-4.530804,0.000e+00
GNN,ch4t-test-001427,4,-0.043289,-0.016995,-0.090017,0.537493,1.033687,0.506024,-5.086410,-4.936108,2.776e-17
GNN,ch4t-test-001428,8,1.505853,-0.202371,-0.413950,1.209485,1.306412,1.183506,-6.403628,-7.293161,2.220e-16
GNN,ch4t-test-001429,5,0.511214,0.277954,0.218346,0.250716,1.028324,0.239584,-3.786170,-4.793684,0.000e+00
GNN,ch4t-test-001430,8,0.688538,-0.048304,-0.154836,0.887872,0.727116,0.483613,-3.713459,-4.198857,5.551e-17
GNN,ch4t-test-001431,7,0.466309,-0.002808,-0.220458,0.780995,1.126081,0.375724,-4.569069,-4.812112,0.000e+00
GNN,ch4t-test-001432,6,0.936473,0.354508,-0.109764,0.235847,-1.480700,0.482673,-4.371680,-5.552897,0.000e+00
GNN,ch4t-test-001433,4,0.118869,0.027844,0.194003,0.227535,0.626333,0.945649,-5.216683,-5.557399,0.000e+00
GNN,ch4t-test-001434,5,-0.004814,0.069443,-0.026685,0.007724,-2.244724,0.077283,-7.396211,-7.434154,0.000e+00
GNN,ch4t-test-001435,4,0.711220,0.223791,-0.195753,0.668003,0.580140,0.667876,-6.140088,-6.879345,1.110e-16
GNN,ch4t-test-001436,6,0.666022,0.702652,-0.028032,0.168294,0.961330,0.229283,-6.261529,-7.602171,0.000e+00
GNN,ch4t-test-001437,4,0.568299,0.036542,-0.226543,0.687935,0.921215,0.389303,-5.564129,-5.942426,0.000e+00
GNN,ch4t-test-001438,4,0.039953,0.029644,-0.002202,0.539688,0.416193,0.220517,-3.471321,-3.538717,0.000e+00
GNN,ch4t-test-001439,6,0.550406,-0.021837,-0.137625,0.467727,0.948311,0.284445,-3.235080,-3.626024,0.000e+00
GNN,ch4t-test-001440,7,0.423708,0.065432,-0.102112,0.791876,0.935035,1.015641,-3.502881,-3.889909,5.551e-17
GNN,ch4t-test-001441,7,0.345721,0.031412,-0.265803,1.038193,0.992495,2.838497,-4.130122,-4.241451,0.000e+00
GNN,ch4t-test-001442,8,2.979118,-0.732237,0.304098,1.159570,0.628173,1.221069,-1.829668,-4.380647,0.000e+00
GNN,ch4t-test-001443,5,4.837484,-0.795595,-0.134680,1.368720,0.543391,0.560809,-3.636880,-7.544089,4.441e-16
GNN,ch4t-test-001444,8,0.001338,0.026115,-0.024770,-0.009524,-1.440499,0.107672,-6.448215,-6.450898,3.469e-18
GNN,ch4t-test-001445,7,-0.001268,0.186397,-0.048932,-0.010175,0.116693,0.147062,-8.188246,-8.324443,0.000e+00
GNN,ch4t-test-001446,4,-0.003668,0.040045,-0.012347,0.009373,-2.507025,0.046871,-8.184942,-8.208972,0.000e+00
GNN,ch4t-test-001447,8,1.808932,-0.415937,-0.539638,1.134321,0.545018,1.199256,-2.685151,-3.538509,0.000e+00
GNN,ch4t-test-001448,7,0.427942,0.006851,-0.073278,0.022170,1.073639,0.259604,-4.810961,-5.172476,5.551e-17
GNN,ch4t-test-001449,4,-0.000934,-0.049212,0.411550,0.314963,0.383922,0.522389,-6.816839,-7.178243,0.000e+00
GNN,ch4t-test-001450,4,0.774656,0.273790,-0.561537,0.288983,1.017837,0.436542,-4.883691,-5.370600,0.000e+00
GNN,ch4t-test-001451,4,0.299106,0.009213,-0.124189,1.058964,0.088274,0.478359,-4.079390,-4.263520,2.776e-17
GNN,ch4t-test-001452,4,-0.072141,-0.028290,-0.008001,1.079528,0.340815,2.248920,-6.174074,-6.065641,0.000e+00
GNN,ch4t-test-001453,4,0.089234,0.070653,0.076841,0.069322,0.613802,0.213397,-6.425074,-6.661801,2.776e-17
GNN,ch4t-test-001454,7,0.636407,0.266449,-0.151491,0.362818,1.150406,0.801141,-4.195810,-4.947175,0.000e+00
GNN,ch4t-test-001455,4,-0.103247,-0.411408,0.227745,0.785487,0.513588,1.386119,-6.725812,-6.438902,1.110e-16
GNN,ch4t-test-001456,7,0.082197,0.023368,0.012730,0.518743,0.865616,0.360627,-6.462328,-6.580624,1.388e-17
GNN,ch4t-test-001457,7,0.183216,-0.052361,-0.153234,1.438594,0.959676,1.297108,-6.275302,-6.252923,1.388e-17
GNN,ch4t-test-001458,6,0.069640,-0.951382,0.189209,0.050510,0.830198,0.205831,-9.581681,-8.889148,0.000e+00
GNN,ch4t-test-001459,5,0.082157,-0.002035,-0.150478,1.095630,1.235372,1.397589,-7.827911,-7.757554,2.776e-17
GNN,ch4t-test-001460,5,0.172089,-0.217862,0.135970,-0.019114,-0.514607,0.123582,-10.200840,-10.291038,0.000e+00
GNN,ch4t-test-001461,5,-0.064718,0.178449,0.130025,0.562481,0.961657,0.379350,-5.502581,-5.746336,0.000e+00
GNN,ch4t-test-001462,6,0.719740,-0.187369,-0.199906,1.223726,-0.044028,0.793419,-3.599723,-3.932187,0.000e+00
GNN,ch4t-test-001463,8,0.016795,0.125479,-0.004251,-0.075361,0.015688,0.158514,-7.318034,-7.456057,2.776e-17
