model,scenario_id,n_masts,shapley_source_evidence,shapley_sensor_visibility,shapley_wind_error_sensitivity,featval_source_evidence,featval_sensor_visibility,featval_wind_error_sensitivity,v_all_maps,v_no_maps,efficiency_residual
GNN,ch4t-test-001464,7,1.140204,-0.280481,-0.262009,0.786056,-0.704013,0.687102,-4.527032,-5.124746,0.000e+00
GNN,ch4t-test-001465,4,0.574339,0.238309,-0.118857,0.067666,0.926423,0.138805,-5.410483,-6.104274,0.000e+00
GNN,ch4t-test-001466,6,0.559225,-0.031157,-0.114906,0.402276,-0.317051,0.558889,-3.918642,-4.331803,0.000e+00
GNN,ch4t-test-001467,4,0.058840,0.389045,0.083209,-0.053716,0.312492,0.122685,-8.604595,-9.135690,0.000e+00
GNN,ch4t-test-001468,8,-0.056761,-0.236213,0.514532,0.194030,0.553841,0.765389,-9.363962,-9.585521,2.776e-17
GNN,ch4t-test-001469,5,0.253404,0.049800,-0.036605,0.282506,1.062682,0.191295,-4.801489,-5.068088,0.000e+00
GNN,ch4t-test-001470,5,0.333148,0.054466,-0.238540,1.126215,0.331264,2.143281,-5.222818,-5.371892,0.000e+00
GNN,ch4t-test-001471,8,1.225899,0.056793,-0.324532,0.958749,0.878482,1.134262,-4.393887,-5.352048,0.000e+00
GNN,ch4t-test-001472,7,0.752707,0.013930,-0.294970,0.252769,0.986419,0.535348,-3.887351,-4.359019,5.551e-17
GNN,ch4t-test-001473,4,-0.034483,0.045503,0.101046,0.065364,0.326335,0.185162,-4.721124,-4.833190,0.000e+00
GNN,ch4t-test-001474,5,-0.010794,-0.050929,0.082930,0.517513,0.439463,0.981696,-4.728253,-4.749460,0.000e+00
GNN,ch4t-test-001475,4,0.211144,-0.343943,0.120112,0.104258,-0.335524,0.211011,-8.282277,-8.269591,5.551e-17
GNN,ch4t-test-001476,6,-0.002467,0.068403,-0.066875,-0.027726,0.481941,0.262353,-7.667641,-7.666702,0.000e+00
GNN,ch4t-test-001477,7,0.973889,-0.075791,-0.405761,0.723124,-0.851768,1.278660,-3.759205,-4.251541,0.000e+00
GNN,ch4t-test-001478,7,-0.008653,0.121039,-0.020851,0.272700,0.945132,0.216504,-4.639132,-4.730668,2.776e-17
GNN,ch4t-test-001479,7,0.620155,0.037239,-0.006647,1.090863,0.994573,1.770373,-5.321721,-5.972467,1.110e-16
GNN,ch4t-test-001480,4,-0.021701,-0.408178,0.067156,0.016073,0.749694,0.196444,-7.157722,-6.794998,5.551e-17
GNN,ch4t-test-001481,8,0.024855,0.198921,-0.072355,-0.003361,-0.335521,0.154611,-7.647817,-7.799238,2.776e-17
GNN,ch4t-test-001482,4,0.731760,-0.020960,-0.200214,0.748518,0.417724,0.789395,-4.236759,-4.747345,1.110e-16
GNN,ch4t-test-001483,5,0.594610,0.260040,-0.059691,0.169015,-1.802469,0.604902,-8.192944,-8.987903,1.110e-16
GNN,ch4t-test-001484,6,0.346231,-0.190343,0.049871,0.144882,0.359270,0.360529,-3.468070,-3.673828,5.551e-17
GNN,ch4t-test-001485,5,0.761652,0.112734,0.065006,0.484498,1.044407,0.460238,-2.324575,-3.263967,0.000e+00
GNN,ch4t-test-001486,6,0.692521,0.123101,-0.135951,0.820654,1.041254,0.353386,-3.788216,-4.467887,1.110e-16
GNN,ch4t-test-001487,7,-0.034306,0.066683,0.082604,0.511283,1.243121,0.396873,-6.268477,-6.383458,2.776e-17
GNN,ch4t-test-001488,5,0.001204,0.027618,-0.029670,-0.000000,-0.448857,0.180226,-7.315607,-7.314758,3.469e-18
GNN,ch4t-test-001489,7,0.587370,-0.328469,-0.427506,0.860483,-0.104175,1.330048,-6.951981,-6.783376,5.551e-17
GNN,ch4t-test-001490,8,0.333531,-0.064741,-0.266980,1.475004,1.212969,2.033288,-4.564630,-4.566439,1.388e-17
GNN,ch4t-test-001491,4,0.185594,0.026791,-0.149248,1.106304,0.644506,1.212650,-7.774253,-7.837390,0.000e+00
GNN,ch4t-test-001492,5,1.227860,-0.030948,-0.359850,1.231995,0.558997,1.124682,-6.882871,-7.719933,0.000e+00
GNN,ch4t-test-001493,5,0.001580,0.019256,0.008321,-0.027910,-0.376303,0.148114,-5.803329,-5.832486,0.000e+00
GNN,ch4t-test-001494,5,-0.427783,-0.243684,0.236021,0.091691,0.593389,0.259554,-6.386751,-5.951304,0.000e+00
GNN,ch4t-test-001495,5,0.628036,0.029743,-0.227087,0.733972,0.866565,1.237856,-3.829163,-4.259855,5.551e-17
GNN,ch4t-test-001496,5,0.726736,-0.071143,0.062154,0.712417,0.842703,1.381992,-7.151308,-7.869056,1.110e-16
GNN,ch4t-test-001497,6,1.582976,0.163432,-0.914304,1.652263,0.449427,3.329507,-4.999829,-5.831933,2.220e-16
GNN,ch4t-test-001498,5,0.032518,0.181963,-0.009790,0.029600,0.000541,0.152373,-5.612029,-5.816719,0.000e+00
GNN,ch4t-test-001499,8,0.529773,0.063416,-0.074087,0.139497,0.757271,0.251063,-5.613896,-6.132997,0.000e+00
GNN,ch4t-test-001500,8,0.649299,-0.203386,-0.101212,2.478168,1.293804,1.006567,-4.982376,-5.327078,0.000e+00
GNN,ch4t-test-001501,4,0.634197,0.028454,-0.259096,0.464382,0.772263,0.947876,-4.900869,-5.304424,5.551e-17
GNN,ch4t-test-001502,5,3.025129,-0.330199,-0.192763,1.156198,0.886260,0.368168,-2.937539,-5.439706,4.441e-16
GNN,ch4t-test-001503,7,0.009727,-0.090027,-0.026403,0.695119,-0.208549,1.364972,-5.730170,-5.623468,1.388e-17
GNN,ch4t-test-001504,8,0.759020,0.032902,-0.278103,0.646644,0.988729,0.848475,-4.694340,-5.208159,0.000e+00
GNN,ch4t-test-001505,7,0.352570,-0.056447,-0.054767,0.909044,0.376629,1.476251,-3.616774,-3.858131,2.776e-17
GNN,ch4t-test-001506,6,1.469652,-0.116559,-0.245210,1.359154,0.995501,0.555981,-3.919797,-5.027680,0.000e+00
GNN,ch4t-test-001507,8,0.404519,-0.025803,-0.225666,2.495749,1.479974,2.894811,-6.721259,-6.874309,2.776e-17
GNN,ch4t-test-001508,5,-0.015392,0.407576,-0.322723,-0.017496,0.725721,0.203010,-7.886714,-7.956175,5.551e-17
GNN,ch4t-test-001509,4,0.302881,0.225118,-0.038440,0.137188,0.895037,0.208932,-8.295239,-8.784798,5.551e-17
GNN,ch4t-test-001510,7,0.249742,0.015584,-0.044127,0.298061,1.113863,0.275944,-3.836212,-4.057410,2.776e-17
GNN,ch4t-test-001511,8,1.160993,0.053696,-0.504461,0.604792,-0.435996,0.924191,-4.144661,-4.854888,0.000e+00
GNN,ch4t-test-001512,8,0.661431,-0.050747,-0.130304,0.978035,-0.058199,1.152913,-4.394797,-4.875177,1.110e-16
GNN,ch4t-test-001513,5,0.001701,0.222675,0.240535,-0.023029,-0.578984,0.172016,-7.483182,-7.948093,0.000e+00
GNN,ch4t-test-001514,4,0.042879,0.034597,-0.118649,-0.050540,-1.013215,0.172378,-7.083539,-7.042366,0.000e+00
GNN,ch4t-test-001515,7,0.073461,0.047251,-0.012495,0.385425,0.772744,0.248381,-5.127739,-5.235956,0.000e+00
GNN,ch4t-test-001516,4,0.407793,-0.148262,-0.177503,0.781867,0.777757,1.594755,-5.189031,-5.271060,5.551e-17
GNN,ch4t-test-001517,4,1.391370,-0.238808,-0.340769,0.374127,0.828292,0.224148,-3.644738,-4.456531,0.000e+00
GNN,ch4t-test-001518,7,0.554761,0.334304,-0.011274,0.167868,1.040791,0.152511,-6.973085,-7.850876,1.110e-16
GNN,ch4t-test-001519,5,0.101051,-0.105433,0.044319,0.205630,0.878815,0.284563,-4.939181,-4.979118,2.776e-17
GNN,ch4t-test-001520,4,0.228269,0.109372,0.242193,0.085719,-0.347126,0.333773,-5.706312,-6.286146,0.000e+00
GNN,ch4t-test-001521,6,-0.491470,-0.403693,0.248135,1.037396,1.291294,1.766607,-5.592111,-4.945083,0.000e+00
GNN,ch4t-test-001522,6,0.130706,-0.418594,0.531816,0.274488,-0.728863,0.960433,-7.501819,-7.745748,5.551e-17
GNN,ch4t-test-001523,8,0.053467,-0.077963,-0.207429,0.224396,1.043267,0.584391,-6.777562,-6.545637,0.000e+00
GNN,ch4t-test-001524,8,0.704767,0.072959,-0.212969,0.435023,1.190869,0.427455,-4.590899,-5.155655,0.000e+00
GNN,ch4t-test-001525,6,-0.338545,-0.929241,-0.148549,2.336526,0.466852,1.157987,-5.910990,-4.494655,0.000e+00
GNN,ch4t-test-001526,7,1.469428,-0.062367,-0.047740,1.267247,0.368536,0.861780,-2.631197,-3.990518,2.220e-16
GNN,ch4t-test-001527,6,0.233888,0.048824,-0.020846,0.508095,0.631341,0.253957,-4.001864,-4.263730,0.000e+00
GNN,ch4t-test-001528,4,-0.991036,-0.685749,1.256007,0.971149,0.108328,2.158999,-6.086255,-5.665476,0.000e+00
GNN,ch4t-test-001529,5,0.291035,0.114822,0.008373,0.119631,0.245582,0.173792,-8.570085,-8.984315,0.000e+00
GNN,ch4t-test-001530,8,1.298963,-0.125006,-0.282028,1.939001,-0.175391,1.537974,-3.593318,-4.485247,0.000e+00
GNN,ch4t-test-001531,5,0.904098,-0.034201,-0.250143,0.601992,0.567308,0.571473,-4.629639,-5.249393,1.110e-16
GNN,ch4t-test-001532,5,0.989107,-0.219778,-0.274469,1.208573,0.948639,0.542719,-3.488898,-3.983758,0.000e+00
GNN,ch4t-test-001533,4,0.203668,0.035656,-0.102899,0.423114,-0.805321,1.273905,-8.316310,-8.452736,0.000e+00
GNN,ch4t-test-001534,8,1.807942,-0.142531,0.129150,1.136497,0.721177,2.025950,-1.907467,-3.702028,2.220e-16
GNN,ch4t-test-001535,8,1.510962,-0.165236,-0.436733,0.463214,0.916018,0.682882,-3.226661,-4.135654,0.000e+00
GNN,ch4t-test-001536,6,0.211993,-0.220048,0.035946,0.779713,-0.692211,1.350659,-4.995601,-5.023492,2.776e-17
GNN,ch4t-test-001537,7,0.115709,-0.069226,0.134804,1.161552,0.049164,2.563223,-5.238888,-5.420175,2.776e-17
GNN,ch4t-test-001538,7,0.269169,0.184019,-0.193869,0.201463,1.167322,0.635224,-5.316766,-5.576084,0.000e+00
GNN,ch4t-test-001539,8,0.406376,0.043265,-0.020119,0.235297,0.620038,0.213333,-3.087697,-3.517219,5.551e-17
GNN,ch4t-test-001540,8,-2.288435,-0.701322,1.389252,0.205961,0.895590,0.256579,-9.090304,-7.489800,0.000e+00
GNN,ch4t-test-001541,6,0.520951,-0.019634,-0.082638,1.432346,1.017320,1.420061,-3.494875,-3.913553,0.000e+00
GNN,ch4t-test-001542,8,1.390111,-0.073504,0.041954,0.188337,1.033546,0.236643,-2.571788,-3.930349,0.000e+00
GNN,ch4t-test-001543,7,0.517681,0.054665,0.217396,0.730830,1.286627,2.389135,-4.986261,-5.776004,1.110e-16
GNN,ch4t-test-001544,6,1.451753,-0.235402,-0.298340,1.025242,0.605066,0.905096,-3.417228,-4.335240,2.220e-16
GNN,ch4t-test-001545,7,-0.953485,-0.227108,0.400910,0.746332,0.606581,1.011221,-7.750218,-6.970535,0.000e+00
GNN,ch4t-test-001546,4,0.028173,0.528666,0.043469,0.037394,0.235583,0.300211,-7.046315,-7.646623,1.110e-16
GNN,ch4t-test-001547,4,0.983680,-0.088683,-0.213790,1.909742,1.195046,1.796657,-4.009242,-4.690450,2.220e-16
GNN,ch4t-test-001548,6,0.482327,0.035267,-0.154144,0.920503,0.173252,0.977133,-4.303600,-4.667050,0.000e+00
GNN,ch4t-test-001549,6,0.198335,0.092470,-0.040416,0.135309,0.907020,0.190529,-4.314184,-4.564574,0.000e+00
GNN,ch4t-test-001550,8,-0.970472,-0.647608,-0.068736,0.820746,0.707268,1.763074,-7.748906,-6.062090,2.220e-16
GNN,ch4t-test-001551,4,-0.055247,0.106042,-0.043937,0.015095,-1.570014,0.102764,-8.704765,-8.711623,1.388e-17
GNN,ch4t-test-001552,6,0.450567,0.115763,-0.245026,1.393694,-0.073662,2.785344,-6.926220,-7.247524,0.000e+00
GNN,ch4t-test-001553,8,1.217658,-0.177401,-0.334059,1.085737,0.887274,0.452694,-4.286590,-4.992788,0.000e+00
GNN,ch4t-test-001554,6,0.543509,0.068492,-0.021225,0.210471,-1.058966,0.622676,-3.969524,-4.560300,1.110e-16
GNN,ch4t-test-001555,5,0.647652,-0.180874,-0.244274,0.596399,0.758300,0.536595,-3.862175,-4.084678,2.776e-17
GNN,ch4t-test-001556,5,-0.051097,-0.068353,-0.069315,0.939656,0.926861,1.220319,-5.564280,-5.375515,2.776e-17
GNN,ch4t-test-001557,8,1.030403,0.143619,-0.274970,0.739781,-0.453690,1.318308,-5.125128,-6.024179,2.220e-16
GNN,ch4t-test-001558,4,0.034251,0.220989,-0.065243,0.292750,0.829836,0.322928,-6.685645,-6.875642,2.776e-17
GNN,ch4t-test-001559,6,0.218857,0.293066,0.088416,0.118312,0.338365,0.217508,-7.054137,-7.654477,0.000e+00
GNN,ch4t-test-001560,5,0.047370,0.119960,0.024556,0.009012,0.616485,0.162296,-8.470623,-8.662509,0.000e+00
GNN,ch4t-test-001561,4,-0.009579,0.185749,-0.036076,-0.014345,-1.483596,0.086716,-8.662064,-8.802157,2.776e-17
GNN,ch4t-test-001562,8,0.084806,-0.314164,0.608138,0.050624,-0.742190,0.326190,-5.811698,-6.190479,1.110e-16
GNN,ch4t-test-001563,5,0.782114,-0.130756,-0.225485,1.084935,0.556251,0.858302,-5.199464,-5.625337,1.110e-16
GNN,ch4t-test-001564,5,-0.002073,0.090552,0.022707,-0.004804,0.556476,0.120213,-6.846997,-6.958183,0.000e+00
GNN,ch4t-test-001565,8,0.229411,-0.008656,-0.038912,1.128823,0.821790,0.392396,-5.468975,-5.650817,0.000e+00
GNN,ch4t-test-001566,5,-0.975294,-0.430356,0.519785,0.508681,-0.586717,1.285120,-4.882664,-3.996799,1.110e-16
GNN,ch4t-test-001567,4,0.099550,0.290562,-0.060742,0.045201,0.874790,0.190488,-5.550130,-5.879501,0.000e+00
GNN,ch4t-test-001568,7,0.444462,-0.117256,0.038359,0.156367,0.994383,0.143129,-7.281795,-7.647361,5.551e-17
GNN,ch4t-test-001569,4,2.350021,0.190408,-0.915813,0.508931,0.926197,0.936255,-5.327454,-6.952070,0.000e+00
GNN,ch4t-test-001570,5,-0.110584,-0.009034,0.072412,0.322508,0.306095,1.014568,-5.950305,-5.903099,6.939e-18
GNN,ch4t-test-001571,8,0.190992,-0.105438,-0.006701,0.163224,0.142284,0.199149,-5.088369,-5.167223,0.000e+00
GNN,ch4t-test-001572,5,0.218761,-0.022334,0.014378,0.311269,0.182193,0.996030,-5.026916,-5.237721,0.000e+00
GNN,ch4t-test-001573,6,-0.005043,0.172636,-0.057580,-0.035083,-0.319964,0.132504,-7.709802,-7.819815,2.776e-17
GNN,ch4t-test-001574,8,0.931690,0.301796,-0.720784,1.017208,0.049695,2.265225,-4.437114,-4.949817,0.000e+00
GNN,ch4t-test-001575,4,0.112192,0.077120,-0.024427,-0.114867,-0.170223,0.101684,-7.245353,-7.410238,0.000e+00
GNN,ch4t-test-001576,5,0.370305,-0.482276,0.005564,0.005991,-1.274788,0.117439,-4.030025,-3.923617,5.551e-17
GNN,ch4t-test-001577,4,1.138038,-0.167511,-0.233269,1.140878,0.698913,1.140238,-5.179629,-5.916888,0.000e+00
GNN,ch4t-test-001578,7,0.608267,0.073953,-0.064007,0.141892,1.231447,0.401807,-2.917434,-3.535647,0.000e+00
GNN,ch4t-test-001579,7,-0.047781,-0.400233,0.049843,0.050585,0.887343,0.160366,-10.167347,-9.769176,5.551e-17
GNN,ch4t-test-001580,4,0.001276,0.452154,0.092776,-0.037053,-0.964715,0.180403,-8.048888,-8.595094,0.000e+00
GNN,ch4t-test-001581,5,0.127784,-0.569894,0.199386,0.028751,-0.609773,0.136761,-7.954943,-7.712218,5.551e-17
GNN,ch4t-test-001582,8,1.327847,0.144043,-0.558394,0.271817,1.013219,0.374746,-3.492041,-4.405537,0.000e+00
GNN,ch4t-test-001583,7,1.429605,-0.169877,-0.266887,0.869762,1.130170,0.557996,-2.954766,-3.947607,0.000e+00
GNN,ch4t-test-001584,8,0.144898,0.229130,-0.100428,-0.041099,0.131721,0.175788,-12.376417,-12.650016,5.551e-17
GNN,ch4t-test-001585,6,0.479097,-0.274870,0.201065,0.055110,0.717890,0.133988,-7.944264,-8.349557,5.551e-17
GNN,ch4t-test-001586,4,1.079421,-0.142963,-0.680074,0.628662,-0.917766,0.815390,-4.759519,-5.015903,1.110e-16
GNN,ch4t-test-001587,6,-0.014483,0.673854,0.024079,0.044671,-0.052538,0.202672,-7.180176,-7.863625,0.000e+00
GNN,ch4t-test-001588,5,0.048822,-0.332373,0.076278,-0.014134,0.424844,0.196505,-8.492435,-8.285161,0.000e+00
GNN,ch4t-test-001589,6,0.011293,0.434298,0.037277,0.002896,-0.673543,0.140789,-7.308331,-7.791199,0.000e+00
GNN,ch4t-test-001590,7,-0.036443,0.385268,-0.084733,0.003553,0.629642,0.207572,-5.567769,-5.831861,0.000e+00
GNN,ch4t-test-001591,5,0.527518,0.023121,-0.098565,0.562588,0.671006,0.206108,-4.934178,-5.386253,0.000e+00
GNN,ch4t-test-001592,5,0.807530,0.030839,-0.070357,0.090612,0.179673,0.178386,-4.213012,-4.981023,0.000e+00
GNN,ch4t-test-001593,7,1.190550,0.485177,-0.137145,0.217825,1.129974,0.250979,-5.469436,-7.008018,0.000e+00
GNN,ch4t-test-001594,7,0.009617,0.400515,-0.049557,0.015016,0.609996,0.141735,-7.665312,-8.025887,0.000e+00
GNN,ch4t-test-001595,8,0.652178,-0.005208,0.112128,0.351997,-0.048331,0.252339,-5.688487,-6.447585,0.000e+00
GNN,ch4t-test-001596,5,-0.302264,-0.032992,0.151570,0.364180,1.180325,0.469492,-5.441250,-5.257564,2.776e-17
GNN,ch4t-test-001597,4,0.531452,-0.062354,-0.025976,0.532835,0.962050,0.198533,-4.875135,-5.318257,5.551e-17
GNN,ch4t-test-001598,7,0.507292,-0.043491,-0.368400,0.692231,-0.518032,1.016491,-5.424677,-5.520077,0.000e+00
GNN,ch4t-test-001599,6,-0.201942,-0.135801,-0.053245,0.507365,0.168950,1.601252,-5.903422,-5.512434,1.110e-16
GNN,ch4t-test-001600,5,-0.009315,-0.015166,0.035386,0.010234,-1.333562,0.136780,-6.440338,-6.451242,0.000e+00
GNN,ch4t-test-001601,4,0.312482,-0.041921,-0.089079,0.926056,-0.757050,1.470595,-4.170592,-4.352075,0.000e+00
GNN,ch4t-test-001602,4,0.483101,-0.008733,-0.063022,0.819106,1.025721,0.400852,-3.621413,-4.032759,0.000e+00
GNN,ch4t-test-001603,7,0.644034,0.263499,0.040921,0.259137,0.323742,0.863980,-5.586112,-6.534566,0.000e+00
GNN,ch4t-test-001604,5,0.141038,0.023354,-0.043730,1.482706,0.577293,1.119088,-7.010338,-7.131000,0.000e+00
GNN,ch4t-test-001605,4,1.620172,0.380922,-0.552518,0.298670,-0.541537,0.583282,-7.040396,-8.488972,2.220e-16
GNN,ch4t-test-001606,5,0.110452,-0.102009,0.176618,1.121501,0.702796,1.834914,-6.537588,-6.722649,0.000e+00
GNN,ch4t-test-001607,4,0.308562,-0.032851,-0.016785,0.731296,0.737509,0.287902,-3.649133,-3.908058,0.000e+00
GNN,ch4t-test-001608,7,0.182336,0.144945,0.025619,0.333472,0.883366,0.348844,-4.916526,-5.269426,5.551e-17
GNN,ch4t-test-001609,4,-0.005793,-0.100679,0.005298,-0.009499,-0.503886,0.128708,-6.036829,-5.935655,1.388e-17
GNN,ch4t-test-001610,5,-0.080878,0.109986,0.299400,0.743614,-0.009341,2.393731,-8.323626,-8.652135,5.551e-17
GNN,ch4t-test-001611,6,-0.014554,-0.163221,0.001819,0.399507,1.118686,0.530683,-5.022460,-4.846505,2.776e-17
GNN,ch4t-test-001612,5,0.054922,0.349661,-0.091087,-0.023946,-0.228135,0.162867,-6.639141,-6.952637,0.000e+00
GNN,ch4t-test-001613,8,-0.017447,0.271191,-0.029607,0.040603,-0.189813,0.154993,-7.434055,-7.658192,0.000e+00
GNN,ch4t-test-001614,4,0.803582,-0.026286,-0.083146,0.813354,0.840339,0.792318,-6.639941,-7.334090,0.000e+00
GNN,ch4t-test-001615,7,-0.492598,-0.115116,0.120666,0.756274,-0.637954,2.885750,-5.199255,-4.712207,1.110e-16
GNN,ch4t-test-001616,6,1.365919,-0.127514,-0.383455,0.839580,1.091058,0.966663,-2.678222,-3.533172,0.000e+00
GNN,ch4t-test-001617,4,0.033459,0.211858,-0.141276,-0.002151,-0.200553,0.186290,-7.032236,-7.136277,2.776e-17
GNN,ch4t-test-001618,7,0.201810,0.179876,0.011205,0.508257,0.674621,0.986145,-7.271403,-7.664294,0.000e+00
GNN,ch4t-test-001619,5,-0.275080,-0.155187,0.603087,0.572052,-0.090539,1.449845,-6.241511,-6.414332,5.551e-17
GNN,ch4t-test-001620,8,0.135203,0.012039,-0.076008,0.548560,1.103276,0.887411,-5.594599,-5.665833,0.000e+00
GNN,ch4t-test-001621,8,-0.045319,0.128813,-0.051978,0.075916,0.813357,0.148816,-6.242575,-6.274091,0.000e+00
GNN,ch4t-test-001622,7,0.031043,-0.089814,-0.052990,0.765183,-0.142131,0.762860,-4.131511,-4.019749,1.388e-17
GNN,ch4t-test-001623,4,0.417941,0.095041,-0.238879,0.762143,0.677585,1.408261,-5.185721,-5.459824,0.000e+00
GNN,ch4t-test-001624,5,0.002487,0.332201,-0.003649,-0.090488,0.109451,0.154492,-7.373672,-7.704711,5.551e-17
GNN,ch4t-test-001625,7,0.095729,-0.043562,0.002918,0.942738,0.808509,0.824785,-5.424205,-5.479291,0.000e+00
GNN,ch4t-test-001626,8,3.084271,-0.257842,-0.098956,0.464733,0.960844,0.274397,-3.131638,-5.859112,0.000e+00
GNN,ch4t-test-001627,5,1.172161,-0.033195,-0.250472,1.047331,0.888218,0.739395,-3.107873,-3.996368,2.220e-16
GNN,ch4t-test-001628,6,0.169871,0.105207,0.265781,0.224231,0.597516,0.843506,-4.799786,-5.340645,0.000e+00
GNN,ch4t-test-001629,8,0.014887,0.416369,-0.129059,-0.011027,0.166012,0.189936,-7.424096,-7.726293,0.000e+00
GNN,ch4t-test-001630,7,0.042475,0.167492,-0.039684,-0.057606,-0.076953,0.185875,-6.260177,-6.430460,0.000e+00
GNN,ch4t-test-001631,4,0.313217,0.161135,-0.020631,0.313666,0.718124,0.274223,-5.002375,-5.456095,5.551e-17
GNN,ch4t-test-001632,7,0.132195,-0.075459,-0.369559,1.553172,0.246821,2.735846,-10.546587,-10.233764,0.000e+00
GNN,ch4t-test-001633,5,0.007473,0.098545,-0.025097,-0.006961,-0.897319,0.126762,-7.015410,-7.096331,0.000e+00
GNN,ch4t-test-001634,4,-0.002420,-0.605455,-0.016940,0.001095,0.562779,0.107325,-8.832492,-8.207677,1.110e-16
GNN,ch4t-test-001635,8,0.983418,0.012560,-0.246599,0.648334,1.051282,0.343484,-3.104746,-3.854125,0.000e+00
GNN,ch4t-test-001636,4,-0.034131,-0.277283,0.120312,-0.035030,0.220900,0.172773,-9.360320,-9.169219,2.776e-17
GNN,ch4t-test-001637,8,0.007831,0.049160,-0.043163,-0.023072,-1.015635,0.136048,-7.896182,-7.910011,0.000e+00
GNN,ch4t-test-001638,8,-0.298246,0.102658,0.015334,0.541531,0.310757,0.589512,-6.493713,-6.313459,5.551e-17
GNN,ch4t-test-001639,7,1.094642,0.090473,-0.219402,1.112695,0.930905,1.418760,-3.479429,-4.445143,1.110e-16
GNN,ch4t-test-001640,8,0.680229,0.055902,-0.143588,1.453991,1.104248,0.738408,-4.008361,-4.600904,0.000e+00
GNN,ch4t-test-001641,5,-0.245123,0.359928,0.146412,0.260856,0.809361,0.192392,-7.709181,-7.970397,0.000e+00
GNN,ch4t-test-001642,5,0.031487,0.093829,0.020986,0.347833,0.869201,0.453299,-4.670170,-4.816472,0.000e+00
GNN,ch4t-test-001643,4,0.777122,0.255266,-0.354459,0.341839,1.010659,0.724783,-5.732710,-6.410639,0.000e+00
GNN,ch4t-test-001644,6,0.100754,-0.152196,0.771404,0.167434,-1.199022,0.510265,-4.458707,-5.178669,0.000e+00
GNN,ch4t-test-001645,8,1.074712,-0.022377,-0.151859,1.066474,0.347890,1.183246,-3.169557,-4.070033,0.000e+00
GNN,ch4t-test-001646,6,-0.696078,-0.224150,-0.129608,1.319405,1.334317,2.160849,-6.693661,-5.643825,0.000e+00
GNN,ch4t-test-001647,5,0.183520,-0.078932,-0.080557,0.064795,0.730300,0.345191,-7.271643,-7.295675,0.000e+00
GNN,ch4t-test-001648,4,-0.024078,0.453595,-0.338404,0.129663,-0.500984,0.332175,-12.224477,-12.315590,1.665e-16
GNN,ch4t-test-001649,4,1.175654,0.035369,-0.313683,1.198750,0.842720,1.414636,-4.736390,-5.633730,0.000e+00
GNN,ch4t-test-001650,8,0.831231,0.029799,-0.178811,0.724984,0.945678,0.629873,-4.478476,-5.160695,0.000e+00
GNN,ch4t-test-001651,5,0.228830,-0.065539,-0.157888,0.793630,0.879186,0.935949,-5.429487,-5.434890,0.000e+00
GNN,ch4t-test-001652,6,0.160063,0.162723,-0.035278,0.116978,-0.426825,0.137273,-4.117405,-4.404914,0.000e+00
GNN,ch4t-test-001653,5,-0.473637,0.014086,0.006424,0.875831,0.460369,0.589180,-6.783420,-6.330294,0.000e+00
GNN,ch4t-test-001654,5,0.001562,0.601084,-0.095274,0.028400,0.293773,0.158205,-5.987389,-6.494761,0.000e+00
GNN,ch4t-test-001655,7,-0.049758,0.170910,0.142729,0.367013,0.968712,0.536509,-6.383048,-6.646929,0.000e+00
GNN,ch4t-test-001656,4,0.040252,-0.693481,0.191040,0.085324,-0.129770,0.131284,-9.425307,-8.963118,1.110e-16
GNN,ch4t-test-001657,6,0.524385,0.288093,-0.028452,0.182136,0.840305,0.211521,-6.014147,-6.798173,0.000e+00
GNN,ch4t-test-001658,7,0.988153,0.256185,-0.371974,0.310816,1.226723,0.960470,-4.393501,-5.265864,1.110e-16
GNN,ch4t-test-001659,8,-0.002719,0.222672,-0.018730,0.022428,0.542773,0.123908,-5.978672,-6.179896,0.000e+00
GNN,ch4t-test-001660,5,0.231267,-0.201237,0.262869,0.736077,-1.009097,2.392757,-7.090911,-7.383810,0.000e+00
GNN,ch4t-test-001661,4,-0.009245,0.402115,0.001145,-0.073459,0.334705,0.260734,-6.405626,-6.799641,5.551e-17
GNN,ch4t-test-001662,6,0.355053,-0.024269,0.359611,0.333126,0.857503,1.235578,-6.057149,-6.747545,0.000e+00
GNN,ch4t-test-001663,6,0.535496,0.041742,-0.023346,0.428206,1.088799,0.554189,-4.848756,-5.402648,0.000e+00
GNN,ch4t-test-001664,6,1.254362,-0.207976,-0.075182,1.078010,0.742336,0.460175,-7.637514,-8.608717,0.000e+00
GNN,ch4t-test-001665,5,0.327704,0.017763,-0.018510,0.520673,1.121921,0.496364,-5.799716,-6.126673,5.551e-17
