model,scenario_id,n_masts,shapley_source_evidence,shapley_sensor_visibility,shapley_wind_error_sensitivity,shapley_fit_quality,v_all_maps,v_no_maps,efficiency_residual
GNN,ch4t-test-001502,6,4.696499,-0.668390,-0.249774,0.564839,-2.936598,-7.279772,0.000e+00
GNN,ch4t-test-001503,10,0.440991,-2.259376,2.572285,-0.701178,-8.076614,-8.129336,0.000e+00
GNN,ch4t-test-001504,11,4.337821,-1.160270,-1.288132,0.409602,-5.607876,-7.906897,0.000e+00
GNN,ch4t-test-001505,9,1.942445,-0.253498,1.574680,0.309470,-4.418418,-7.991514,4.441e-16
GNN,ch4t-test-001506,8,4.773925,-1.090837,-0.785758,1.404176,-3.572347,-7.873853,8.882e-16
GNN,ch4t-test-001507,12,0.804643,1.988803,-0.168463,0.257490,-5.067519,-7.949992,4.441e-16
GNN,ch4t-test-001508,6,0.060615,1.472703,-0.126615,0.022698,-6.584113,-8.013515,2.220e-16
GNN,ch4t-test-001509,5,-0.030734,0.324671,0.021252,-0.025481,-8.002660,-8.292368,0.000e+00
GNN,ch4t-test-001510,10,1.888129,0.753601,0.013117,0.252884,-5.420450,-8.328181,4.441e-16
GNN,ch4t-test-001511,12,4.688619,-0.469830,-0.974014,0.813047,-3.852131,-7.909953,8.882e-16
GNN,ch4t-test-001512,11,4.225515,-1.071742,-1.107352,0.225604,-5.373746,-7.645771,0.000e+00
GNN,ch4t-test-001513,7,0.003489,0.753287,-0.018988,-0.054368,-7.104312,-7.787732,0.000e+00
GNN,ch4t-test-001514,5,0.001399,0.192721,0.044188,0.062871,-7.686878,-7.988058,0.000e+00
GNN,ch4t-test-001515,9,2.635035,0.145034,0.794422,0.287635,-4.156555,-8.018682,0.000e+00
GNN,ch4t-test-001516,4,2.470705,-0.590663,0.692973,0.256173,-5.406645,-8.235833,4.441e-16
GNN,ch4t-test-001517,4,3.682425,-0.204761,1.008153,-0.366441,-3.655183,-7.774560,0.000e+00
GNN,ch4t-test-001518,10,0.578181,0.699256,-0.030054,-0.176722,-6.954829,-8.025490,0.000e+00
GNN,ch4t-test-001519,6,0.295487,-0.904931,0.285108,0.031006,-7.985616,-7.692285,1.110e-16
GNN,ch4t-test-001520,4,0.539222,0.902678,0.662922,-0.093047,-6.195740,-8.207515,0.000e+00
GNN,ch4t-test-001521,8,2.584056,-0.974480,0.645091,0.324734,-5.228105,-7.807506,0.000e+00
GNN,ch4t-test-001522,8,1.669628,-1.519856,1.539438,-0.174884,-6.343484,-7.857810,2.220e-16
GNN,ch4t-test-001523,11,0.614740,-0.276377,1.067215,-0.158224,-6.269352,-7.516706,2.220e-16
GNN,ch4t-test-001524,11,1.893083,0.912349,0.335016,0.212950,-4.644255,-7.997653,0.000e+00
GNN,ch4t-test-001525,8,3.931037,-2.115848,0.575605,0.281339,-3.995122,-6.667254,4.441e-16
GNN,ch4t-test-001526,9,5.153256,-0.787394,-0.509440,0.499533,-3.834131,-8.190087,0.000e+00
GNN,ch4t-test-001527,7,1.403176,-0.446194,0.740400,-0.252127,-6.570712,-8.015966,0.000e+00
GNN,ch4t-test-001528,4,-0.040851,-1.851156,2.248278,-0.068505,-7.650880,-7.938646,2.220e-16
GNN,ch4t-test-001529,6,0.005599,-0.358192,0.318903,-0.079769,-7.994979,-7.881519,2.776e-17
GNN,ch4t-test-001530,12,5.217029,-0.800705,-0.522251,0.683766,-3.439418,-8.017257,0.000e+00
GNN,ch4t-test-001531,6,3.002343,-0.322420,0.987603,0.068004,-4.040444,-7.775975,0.000e+00
GNN,ch4t-test-001532,6,4.837572,-1.557777,-0.828084,1.682588,-3.845376,-7.979674,8.882e-16
GNN,ch4t-test-001533,5,1.373610,-0.690665,1.278428,0.379526,-5.993472,-8.334371,4.441e-16
GNN,ch4t-test-001534,12,3.434785,0.272775,0.006800,0.231506,-3.866580,-7.812445,4.441e-16
GNN,ch4t-test-001535,11,2.893087,-0.168935,1.529766,-0.025377,-4.060521,-8.289062,8.882e-16
GNN,ch4t-test-001536,9,1.675938,-1.435877,1.739040,-1.005159,-7.205546,-8.179487,4.441e-16
GNN,ch4t-test-001537,9,1.557954,-0.703231,0.830279,-0.108975,-6.477158,-8.053185,0.000e+00
GNN,ch4t-test-001538,10,1.372529,0.955294,0.471570,0.036046,-5.325408,-8.160846,4.441e-16
GNN,ch4t-test-001539,12,0.025630,0.078475,0.815176,-0.081628,-6.769728,-7.607380,1.110e-16
GNN,ch4t-test-001540,12,3.427248,-0.014679,1.096939,0.303743,-2.992813,-7.806063,8.882e-16
GNN,ch4t-test-001541,7,2.313041,0.308767,0.941922,0.283181,-5.068715,-8.915625,0.000e+00
GNN,ch4t-test-001542,11,3.661808,0.129317,1.235822,0.056910,-2.422938,-7.506796,8.882e-16
GNN,ch4t-test-001543,10,0.297061,0.207703,0.915957,-0.395268,-7.142401,-8.167855,2.220e-16
GNN,ch4t-test-001544,9,4.089006,-0.049720,-0.778122,1.040490,-3.913635,-8.215288,0.000e+00
GNN,ch4t-test-001545,10,1.342362,-0.843210,1.194343,0.981663,-5.499371,-8.174529,0.000e+00
GNN,ch4t-test-001546,5,-0.064221,1.232274,0.022214,-0.116785,-6.747573,-7.821056,0.000e+00
GNN,ch4t-test-001547,5,4.948503,-0.264178,-1.738302,1.349565,-3.784622,-8.080210,8.882e-16
GNN,ch4t-test-001548,8,1.347027,-0.783058,1.153652,-0.087774,-6.310675,-7.940522,0.000e+00
GNN,ch4t-test-001549,7,-0.033395,0.871080,0.084850,-0.095980,-6.974125,-7.800680,0.000e+00
GNN,ch4t-test-001550,12,1.497908,-1.361393,-1.186038,0.120319,-8.676208,-7.747005,2.220e-16
GNN,ch4t-test-001551,4,-0.147822,0.249658,-0.050911,0.092074,-7.981022,-8.124020,0.000e+00
GNN,ch4t-test-001552,9,1.071649,0.363900,0.217289,0.359134,-6.011902,-8.023875,0.000e+00
GNN,ch4t-test-001553,11,4.540721,-0.686871,-0.153574,1.134572,-3.653715,-8.488563,8.882e-16
GNN,ch4t-test-001554,9,2.789444,-1.490458,2.023563,0.088176,-4.798839,-8.209564,8.882e-16
GNN,ch4t-test-001555,7,2.330649,-0.307423,0.316899,0.417375,-5.114481,-7.871981,0.000e+00
GNN,ch4t-test-001556,7,1.962912,-0.449693,1.016926,0.882936,-4.506173,-7.919254,0.000e+00
GNN,ch4t-test-001557,12,4.098216,-1.205136,-0.866072,0.327383,-5.439589,-7.793979,0.000e+00
GNN,ch4t-test-001558,4,1.663704,-0.059526,0.655445,-0.318578,-5.930193,-7.871238,0.000e+00
GNN,ch4t-test-001559,8,0.351025,-0.044639,1.418502,-0.041480,-6.580802,-8.264210,4.441e-16
GNN,ch4t-test-001560,6,-0.210138,1.471861,-0.248754,0.204211,-7.173201,-8.390381,2.220e-16
GNN,ch4t-test-001561,5,-0.005025,0.321524,-0.009665,-0.057778,-8.006108,-8.255165,2.776e-17
GNN,ch4t-test-001562,12,1.469783,0.322764,1.175491,0.006875,-4.997811,-7.972725,0.000e+00
GNN,ch4t-test-001563,7,5.159687,-1.419601,-1.315317,1.108325,-4.326395,-7.859489,0.000e+00
GNN,ch4t-test-001564,7,0.462635,0.526969,0.137894,-0.247069,-7.260151,-8.140579,0.000e+00
GNN,ch4t-test-001565,12,4.907624,-1.555912,-0.697431,1.584523,-4.229499,-8.468304,8.882e-16
GNN,ch4t-test-001566,6,1.660174,-2.680266,2.343555,-0.011381,-6.217436,-7.529517,2.220e-16
GNN,ch4t-test-001567,5,0.812506,1.252659,-0.042789,0.003312,-5.510933,-7.536620,0.000e+00
GNN,ch4t-test-001568,10,0.132908,-0.699114,-0.068717,-0.059484,-8.438051,-7.743643,1.110e-16
GNN,ch4t-test-001569,4,1.472893,0.888446,0.002805,0.242247,-5.369414,-7.975805,0.000e+00
GNN,ch4t-test-001570,7,1.799906,-0.061702,0.956575,0.165981,-4.877071,-7.737831,4.441e-16
GNN,ch4t-test-001571,12,2.561366,0.120791,0.967513,0.030659,-3.723879,-7.404209,4.441e-16
GNN,ch4t-test-001572,6,0.682641,-1.293304,1.247984,0.039340,-7.384148,-8.060809,1.110e-16
GNN,ch4t-test-001573,9,-0.337652,0.883230,-0.114334,-0.187308,-7.641726,-7.885663,0.000e+00
GNN,ch4t-test-001574,12,2.118915,-0.322033,0.838108,0.653825,-4.686031,-7.974845,0.000e+00
GNN,ch4t-test-001575,4,-0.016139,0.634101,-0.006699,-0.182939,-7.574205,-8.002528,5.551e-17
GNN,ch4t-test-001576,6,1.932564,-1.706283,1.203948,-0.127790,-6.487802,-7.790240,4.441e-16
GNN,ch4t-test-001577,4,1.421616,0.939792,0.414767,0.102558,-5.396522,-8.275254,0.000e+00
GNN,ch4t-test-001578,10,2.474894,0.386375,1.219092,0.107482,-3.478026,-7.665870,8.882e-16
GNN,ch4t-test-001579,10,-0.023685,-0.453780,0.017359,0.103818,-8.289775,-7.933487,0.000e+00
GNN,ch4t-test-001580,5,0.033430,0.628738,-0.108346,0.004809,-7.721254,-8.279885,0.000e+00
GNN,ch4t-test-001581,7,0.089711,-1.162925,0.741306,-0.191738,-8.606242,-8.082596,2.220e-16
GNN,ch4t-test-001582,11,4.666589,-0.194785,-1.385932,1.427585,-3.502013,-8.015471,0.000e+00
GNN,ch4t-test-001583,10,2.832106,0.207816,0.748221,0.182840,-3.917553,-7.888536,4.441e-16
GNN,ch4t-test-001584,11,2.079384,0.951311,0.493631,0.061068,-4.843393,-8.428787,0.000e+00
GNN,ch4t-test-001585,8,-0.076306,0.250370,0.330328,0.000121,-7.958497,-8.463011,1.110e-16
GNN,ch4t-test-001586,4,2.067129,0.241269,0.792421,0.720486,-3.997371,-7.818675,4.441e-16
GNN,ch4t-test-001587,8,-0.006823,1.445046,-0.148439,0.068396,-6.444137,-7.802318,0.000e+00
GNN,ch4t-test-001588,6,-0.034999,0.336647,0.219015,-0.055068,-7.523098,-7.988692,5.551e-17
GNN,ch4t-test-001589,7,0.076403,0.851859,-0.123718,-0.002633,-7.114363,-7.916275,1.110e-16
GNN,ch4t-test-001590,10,-0.137644,2.218096,-0.365401,0.315730,-5.986126,-8.016908,0.000e+00
GNN,ch4t-test-001591,6,2.766480,-0.258531,0.447821,0.435905,-4.879330,-8.271005,0.000e+00
GNN,ch4t-test-001592,6,1.228475,-1.668284,0.255046,0.121890,-7.963006,-7.900134,2.220e-16
GNN,ch4t-test-001593,10,2.714421,1.256244,-0.134312,0.221679,-3.584397,-7.642429,0.000e+00
GNN,ch4t-test-001594,10,0.166552,2.113544,-0.234745,0.121191,-6.298663,-8.465205,0.000e+00
GNN,ch4t-test-001595,12,0.699903,0.205816,1.115294,-0.360685,-6.479639,-8.139967,0.000e+00
GNN,ch4t-test-001596,7,2.014047,-0.605167,0.461079,0.138562,-5.808501,-7.817021,4.441e-16
GNN,ch4t-test-001597,5,2.024309,0.454695,0.550681,0.278846,-4.545869,-7.854399,4.441e-16
GNN,ch4t-test-001598,10,2.067335,-1.120905,1.768328,-0.302690,-5.473152,-7.885219,4.441e-16
GNN,ch4t-test-001599,8,0.617316,-1.491681,1.221087,0.212832,-7.215745,-7.775299,0.000e+00
GNN,ch4t-test-001600,6,0.164666,1.634707,-0.307627,-0.031890,-7.135383,-8.595238,0.000e+00
GNN,ch4t-test-001601,4,1.543563,-0.634755,0.791622,-0.078943,-6.145848,-7.767335,0.000e+00
GNN,ch4t-test-001602,5,2.844238,0.633656,0.207484,0.379100,-3.898583,-7.963062,0.000e+00
GNN,ch4t-test-001603,10,1.944009,0.253370,0.676913,0.385137,-4.801965,-8.061394,0.000e+00
GNN,ch4t-test-001604,6,4.316499,-1.090035,-1.345526,0.787518,-5.180581,-7.849037,0.000e+00
GNN,ch4t-test-001605,5,1.443643,0.875606,0.828984,0.133677,-4.961111,-8.243022,0.000e+00
GNN,ch4t-test-001606,7,2.504873,-0.748317,0.886510,0.396862,-5.079119,-8.119046,0.000e+00
GNN,ch4t-test-001607,4,2.761863,-0.096501,0.119881,0.404328,-4.782574,-7.972146,4.441e-16
GNN,ch4t-test-001608,10,0.613430,0.905209,0.420360,-0.344872,-5.952437,-7.546563,0.000e+00
GNN,ch4t-test-001609,4,-0.040688,0.644743,-0.030737,0.075182,-6.974934,-7.623434,0.000e+00
GNN,ch4t-test-001610,6,-0.160691,-0.234737,1.110434,0.407841,-7.022667,-8.145514,2.220e-16
GNN,ch4t-test-001611,7,0.931902,0.069566,0.291913,-0.066489,-6.360178,-7.587070,0.000e+00
GNN,ch4t-test-001612,6,0.884131,1.355860,0.597041,0.187152,-4.912302,-7.936487,0.000e+00
GNN,ch4t-test-001613,11,1.238332,-0.162276,0.342458,-0.388854,-7.129170,-8.158830,2.220e-16
GNN,ch4t-test-001614,5,2.063564,-0.551249,0.248600,0.388782,-5.998527,-8.148224,0.000e+00
GNN,ch4t-test-001615,9,1.789175,-1.191392,1.970610,0.691940,-4.651560,-7.911894,0.000e+00
GNN,ch4t-test-001616,8,2.006553,0.725671,1.191228,0.253144,-3.286687,-7.463282,0.000e+00
GNN,ch4t-test-001617,4,-0.267281,0.519667,-0.225600,0.267019,-7.614953,-7.908758,5.551e-17
GNN,ch4t-test-001618,9,0.607225,-0.367192,1.196374,-0.632888,-7.308708,-8.112227,4.441e-16
GNN,ch4t-test-001619,6,3.098026,-1.203425,0.301539,-0.046902,-6.037221,-8.186458,4.441e-16
GNN,ch4t-test-001620,11,2.857682,1.113401,0.803024,0.143450,-3.003307,-7.920864,8.882e-16
GNN,ch4t-test-001621,11,-0.238781,1.181766,-0.285841,0.054608,-7.035945,-7.747696,1.110e-16
GNN,ch4t-test-001622,10,2.432412,0.177513,1.332828,0.458432,-3.605006,-8.006190,8.882e-16
GNN,ch4t-test-001623,4,2.007508,-0.934147,0.906627,0.051740,-5.378902,-7.410631,0.000e+00
GNN,ch4t-test-001624,5,0.075344,1.243849,-0.022231,-0.134020,-6.796529,-7.959471,0.000e+00
GNN,ch4t-test-001625,9,3.043366,-0.538757,1.009752,0.357233,-4.269536,-8.141131,0.000e+00
GNN,ch4t-test-001626,11,4.022681,0.187065,0.307759,0.270031,-3.298831,-8.086367,8.882e-16
GNN,ch4t-test-001627,6,2.594940,1.133685,0.900903,0.658785,-2.949778,-8.238091,8.882e-16
GNN,ch4t-test-001628,7,0.644544,0.684054,1.657581,0.201922,-4.629303,-7.817405,0.000e+00
GNN,ch4t-test-001629,12,0.016197,1.362844,-0.025437,0.159655,-6.550289,-8.063549,2.220e-16
GNN,ch4t-test-001630,10,0.079185,1.045193,-0.042933,0.008636,-7.046221,-8.136302,2.220e-16
GNN,ch4t-test-001631,4,1.616160,-0.277249,0.540155,0.370452,-5.533594,-7.783113,0.000e+00
GNN,ch4t-test-001632,10,1.057197,0.298514,-0.050893,-0.583693,-7.188518,-7.909645,0.000e+00
GNN,ch4t-test-001633,6,0.020815,0.638291,0.012414,0.138652,-7.079082,-7.889252,0.000e+00
GNN,ch4t-test-001634,4,-0.015980,-0.579171,-0.012452,0.313861,-8.051114,-7.757371,1.110e-16
GNN,ch4t-test-001635,12,1.788785,0.966506,0.842143,0.606268,-3.420885,-7.624586,8.882e-16
GNN,ch4t-test-001636,5,-0.046611,0.340611,0.129175,0.160394,-7.346994,-7.930563,0.000e+00
GNN,ch4t-test-001637,11,0.005308,1.497645,-0.242675,0.048053,-6.414267,-7.722598,2.220e-16
GNN,ch4t-test-001638,11,1.018188,-1.186598,1.325210,-0.149696,-6.633231,-7.640335,2.220e-16
GNN,ch4t-test-001639,10,2.056342,-0.770659,1.380479,-0.024726,-5.304215,-7.945651,0.000e+00
GNN,ch4t-test-001640,11,4.243521,-0.982271,-1.176916,1.254736,-4.580560,-7.919631,0.000e+00
GNN,ch4t-test-001641,7,3.576612,-0.069274,0.336897,0.353197,-4.124859,-8.322291,0.000e+00
GNN,ch4t-test-001642,6,1.504227,0.575762,0.639942,-0.219035,-4.594880,-7.095775,0.000e+00
GNN,ch4t-test-001643,4,1.768936,-0.031884,0.450510,-0.175199,-5.834368,-7.846731,0.000e+00
GNN,ch4t-test-001644,9,-0.032440,-0.082380,1.911834,-1.347915,-7.347460,-7.796559,4.441e-16
GNN,ch4t-test-001645,11,4.386650,-0.423431,-0.228330,0.325063,-4.027001,-8.086954,0.000e+00
GNN,ch4t-test-001646,7,0.914276,-1.367752,0.718426,0.320798,-7.020938,-7.606687,2.220e-16
GNN,ch4t-test-001647,5,0.418326,0.024158,0.420737,-0.180258,-6.873061,-7.556024,0.000e+00
GNN,ch4t-test-001648,4,0.020802,0.809828,-0.238634,0.099162,-7.256530,-7.947689,0.000e+00
GNN,ch4t-test-001649,5,1.279905,0.752008,0.377085,0.935158,-4.932333,-8.276489,0.000e+00
GNN,ch4t-test-001650,12,1.984916,0.598295,0.956981,0.265167,-4.251320,-8.056678,4.441e-16
GNN,ch4t-test-001651,7,1.427283,-0.271007,0.634221,-0.257917,-6.175879,-7.708460,0.000e+00
GNN,ch4t-test-001652,8,2.386088,0.076689,0.345210,0.029525,-4.811004,-7.648518,4.441e-16
GNN,ch4t-test-001653,7,1.408285,-0.810887,0.763058,0.488242,-6.276334,-8.125032,0.000e+00
GNN,ch4t-test-001654,6,-0.103096,1.375015,-0.155855,0.119259,-6.958531,-8.193855,0.000e+00
GNN,ch4t-test-001655,11,0.932301,0.818232,0.371835,0.009492,-5.704366,-7.836225,0.000e+00
GNN,ch4t-test-001656,4,-0.213301,-1.080891,0.240228,0.081591,-8.710550,-7.738178,1.110e-16
GNN,ch4t-test-001657,7,0.621183,0.661344,0.490769,-0.244006,-6.524928,-8.054218,0.000e+00
GNN,ch4t-test-001658,10,2.801954,0.509290,0.682355,0.395433,-3.466773,-7.855805,0.000e+00
GNN,ch4t-test-001659,11,-1.063331,-1.550586,0.256967,0.866250,-9.290676,-7.799976,0.000e+00
GNN,ch4t-test-001660,6,2.340867,-1.025984,1.479560,0.024623,-5.123356,-7.942422,4.441e-16
GNN,ch4t-test-001661,4,0.136821,0.961905,-0.441536,-0.004961,-7.202702,-7.854931,1.110e-16
GNN,ch4t-test-001662,9,1.791385,-0.476163,1.252571,0.499028,-5.256393,-8.323215,0.000e+00
GNN,ch4t-test-001663,8,1.181809,-0.005046,0.915684,-0.175577,-6.071139,-7.988009,0.000e+00
GNN,ch4t-test-001664,8,5.176593,-1.319612,-0.629874,0.787272,-3.316865,-7.331244,8.882e-16
GNN,ch4t-test-001665,6,1.705820,0.118925,0.489316,0.309745,-5.028175,-7.651980,4.441e-16
GNN,ch4t-test-001666,8,0.003234,0.437502,-0.008766,0.049480,-7.463330,-7.944780,0.000e+00
GNN,ch4t-test-001667,12,-0.059280,-0.605518,0.170269,0.132300,-8.314997,-7.952767,1.110e-16
GNN,ch4t-test-001668,7,-0.055369,0.454483,-0.007223,0.134885,-7.268175,-7.794952,0.000e+00
GNN,ch4t-test-001669,7,3.310158,-0.703517,0.886502,0.342034,-3.653189,-7.488366,4.441e-16
GNN,ch4t-test-001670,10,0.002013,2.297474,-0.025711,0.092961,-6.141102,-8.507838,0.000e+00
GNN,ch4t-test-001671,8,1.735018,0.352592,0.112481,0.412515,-5.401996,-8.014602,0.000e+00
GNN,ch4t-test-001672,8,-0.038325,0.542168,-0.037783,0.118714,-7.379880,-7.964653,0.000e+00
GNN,ch4t-test-001673,6,3.550739,-0.342948,0.716004,0.288595,-4.217808,-8.430197,0.000e+00
GNN,ch4t-test-001674,7,-0.061999,2.152219,-0.303077,-0.049054,-5.852256,-7.590344,4.441e-16
GNN,ch4t-test-001675,8,3.713072,-0.247699,-0.448966,1.120856,-4.063125,-8.200389,0.000e+00
GNN,ch4t-test-001676,10,-0.419365,-0.647312,-0.012222,0.371953,-8.555734,-7.848788,0.000e+00
GNN,ch4t-test-001677,6,1.795736,0.284359,0.744628,0.028165,-6.226784,-9.079671,4.441e-16
GNN,ch4t-test-001678,4,3.266200,-0.649874,1.126004,0.626534,-3.695536,-8.064401,0.000e+00
GNN,ch4t-test-001679,10,1.680507,-1.209758,0.789444,-0.144426,-6.955097,-8.070864,4.441e-16
GNN,ch4t-test-001680,10,2.925922,-0.373171,1.078547,0.537642,-3.911197,-8.080136,8.882e-16
GNN,ch4t-test-001681,5,1.491415,-0.262870,0.709184,0.232279,-5.993446,-8.163455,0.000e+00
GNN,ch4t-test-001682,9,2.840363,0.179612,0.946712,0.438257,-3.673923,-8.078867,8.882e-16
GNN,ch4t-test-001683,9,1.555731,0.885728,0.550867,-0.015208,-4.825800,-7.802918,0.000e+00
GNN,ch4t-test-001684,5,0.861447,0.000736,1.549384,-0.033324,-5.516739,-7.894982,0.000e+00
GNN,ch4t-test-001685,11,2.214282,-0.013953,0.916028,-0.144619,-4.956674,-7.928413,4.441e-16
GNN,ch4t-test-001686,11,1.061674,-0.525713,0.703118,-0.128826,-6.675511,-7.785764,2.220e-16
GNN,ch4t-test-001687,5,0.492992,0.517779,-0.089745,0.112120,-6.826695,-7.859842,0.000e+00
GNN,ch4t-test-001688,4,-0.043231,0.790747,0.293423,-0.061401,-6.923296,-7.902833,1.110e-16
GNN,ch4t-test-001689,10,3.054978,-0.587072,0.925896,0.375512,-4.236430,-8.005745,4.441e-16
GNN,ch4t-test-001690,8,0.005952,1.114908,0.089559,-0.117634,-7.011311,-8.104095,0.000e+00
GNN,ch4t-test-001691,6,0.357503,-0.491974,0.352283,-0.093738,-7.726770,-7.850844,4.163e-17
GNN,ch4t-test-001692,9,1.934079,-0.268142,0.805660,0.182079,-5.340130,-7.993807,4.441e-16
GNN,ch4t-test-001693,6,-0.923395,-0.195709,1.592621,-0.249624,-7.637848,-7.861741,2.776e-17
GNN,ch4t-test-001694,4,4.402203,-1.455240,-0.798865,1.212828,-4.493222,-7.854147,4.441e-16
GNN,ch4t-test-001695,4,0.265241,-0.768395,0.311890,-0.064219,-7.738787,-7.483304,0.000e+00
GNN,ch4t-test-001696,4,2.236968,-1.045425,1.165769,0.323167,-5.463334,-8.143815,4.441e-16
GNN,ch4t-test-001697,12,0.042662,2.128768,-0.246961,0.173884,-5.963722,-8.062074,0.000e+00
GNN,ch4t-test-001698,7,4.192516,-1.720192,0.721996,-0.051050,-4.945569,-8.088840,0.000e+00
GNN,ch4t-test-001699,4,1.927277,0.259752,0.704637,0.147668,-5.267040,-8.306373,0.000e+00
GNN,ch4t-test-001700,11,0.911987,-0.235954,0.967869,-0.301683,-6.973315,-8.315533,0.000e+00
GNN,ch4t-test-001701,6,0.415029,0.580710,0.342061,0.040406,-6.495949,-7.874155,0.000e+00
GNN,ch4t-test-001702,6,-0.000102,0.338171,0.041614,0.072417,-7.330488,-7.782588,0.000e+00
GNN,ch4t-test-001703,9,1.857555,0.022156,1.246729,0.444859,-4.309848,-7.881147,4.441e-16
GNN,ch4t-test-001704,5,-0.016519,2.071648,-0.164403,-0.165713,-6.310363,-8.035376,2.220e-16
GNN,ch4t-test-001705,12,2.624551,-0.382361,1.414728,-0.078160,-4.393152,-7.971910,0.000e+00
GNN,ch4t-test-001706,5,2.597063,-0.253414,0.441334,0.398010,-4.790846,-7.973839,0.000e+00
GNN,ch4t-test-001707,7,1.614919,-0.692216,1.081238,0.300497,-5.449751,-7.754188,0.000e+00
GNN,ch4t-test-001708,8,-0.008325,0.687257,0.032668,0.109538,-6.768290,-7.589428,0.000e+00
GNN,ch4t-test-001709,8,2.984303,0.748625,1.079164,-0.249172,-3.480441,-8.043362,0.000e+00
GNN,ch4t-test-001710,8,-0.041383,1.474991,-0.337365,-0.055355,-6.861494,-7.902383,2.220e-16
GNN,ch4t-test-001711,9,1.193858,0.333216,-0.850506,0.970821,-5.736086,-7.383475,0.000e+00
GNN,ch4t-test-001712,4,1.398385,0.107394,0.257114,0.484984,-5.704828,-7.952704,0.000e+00
GNN,ch4t-test-001713,7,0.733286,-0.075590,0.103553,0.038496,-7.247053,-8.046798,1.110e-16
GNN,ch4t-test-001714,8,1.499672,0.032040,0.890363,-0.300528,-6.134789,-8.256335,4.441e-16
GNN,ch4t-test-001715,9,-0.012002,-0.844731,0.534831,-0.010057,-7.950834,-7.618875,0.000e+00
GNN,ch4t-test-001716,10,0.347572,-0.568300,1.817897,0.233720,-6.346248,-8.177138,4.441e-16
GNN,ch4t-test-001717,5,2.822531,-0.927920,0.674574,-0.200842,-5.598611,-7.966954,0.000e+00
GNN,ch4t-test-001718,7,4.350694,-0.078903,-1.806926,1.200400,-3.961591,-7.626856,4.441e-16
GNN,ch4t-test-001719,6,5.467864,0.298016,-2.005170,0.651858,-3.633588,-8.046155,0.000e+00
GNN,ch4t-test-001720,9,-0.044446,0.990859,-0.000413,0.114850,-7.098734,-8.159585,2.220e-16
GNN,ch4t-test-001721,4,0.022238,0.647874,0.011365,-0.080885,-7.795517,-8.396109,1.110e-16
GNN,ch4t-test-001722,12,0.601921,1.003539,0.019269,-0.725466,-6.798785,-7.698048,2.220e-16
GNN,ch4t-test-001723,12,4.400634,-0.569562,0.245915,0.562038,-3.100579,-7.739604,0.000e+00
GNN,ch4t-test-001724,7,1.415174,1.193747,0.603415,0.149156,-4.684293,-8.045786,0.000e+00
GNN,ch4t-test-001725,7,2.075926,-0.690106,0.648662,-0.327083,-6.268527,-7.975926,4.441e-16
GNN,ch4t-test-001726,6,1.256671,0.013674,1.199729,-0.295014,-5.773740,-7.948800,0.000e+00
GNN,ch4t-test-001727,11,3.106220,-0.265166,1.224136,-0.187470,-3.608453,-7.486172,0.000e+00
GNN,ch4t-test-001728,4,-0.028750,0.308408,-0.044262,0.200622,-7.611717,-8.047735,0.000e+00
GNN,ch4t-test-001729,5,4.399160,-0.164992,1.580874,-0.095963,-2.246811,-7.965890,0.000e+00
GNN,ch4t-test-001730,9,0.798477,0.429475,0.494987,0.307798,-6.156907,-8.187645,0.000e+00
GNN,ch4t-test-001731,11,-1.882863,-1.970998,0.697716,-0.734825,-11.841756,-7.950786,0.000e+00
GNN,ch4t-test-001732,10,2.078123,0.618729,1.415113,0.612985,-2.780748,-7.505700,0.000e+00
GNN,ch4t-test-001733,6,2.582469,-0.992538,1.307206,0.083338,-4.754136,-7.734611,4.441e-16
GNN,ch4t-test-001734,4,1.500772,-0.809733,1.246111,-0.097233,-5.928003,-7.767920,2.220e-16
GNN,ch4t-test-001735,7,2.935686,-0.895595,1.357260,-0.016164,-4.855658,-8.236843,4.441e-16
GNN,ch4t-test-001736,9,2.000667,-0.207927,0.540709,0.429291,-4.294127,-7.056867,0.000e+00
GNN,ch4t-test-001737,7,0.452651,-0.610069,0.176712,-0.046853,-7.995646,-7.968087,1.110e-16
GNN,ch4t-test-001738,7,1.753183,0.791999,0.457205,0.010871,-5.191930,-8.205189,0.000e+00
GNN,ch4t-test-001739,11,-0.660944,0.279521,-0.413078,0.522540,-8.259238,-7.987278,0.000e+00
GNN,ch4t-test-001740,12,5.063699,-0.880087,-0.973353,1.035472,-3.668054,-7.913784,8.882e-16
GNN,ch4t-test-001741,12,2.119508,-0.031180,1.167478,0.283479,-4.494499,-8.033782,0.000e+00
GNN,ch4t-test-001742,9,-0.280420,-1.292255,1.206340,-0.372596,-8.548022,-7.809091,1.110e-16
GNN,ch4t-test-001743,12,-0.188036,1.192447,0.145655,0.373130,-6.420454,-7.943650,0.000e+00
GNN,ch4t-test-001744,4,1.843206,-0.713452,1.013708,0.294547,-4.268548,-6.706557,0.000e+00
GNN,ch4t-test-001745,10,-0.023023,1.878835,-0.042711,-0.033595,-5.873304,-7.652810,2.220e-16
GNN,ch4t-test-001746,7,0.918336,-0.056166,0.940655,-0.303758,-6.536686,-8.035753,2.220e-16
