model,scenario_id,n_masts,shapley_source_evidence,shapley_sensor_visibility,shapley_wind_error_sensitivity,shapley_fit_quality,v_all_maps,v_no_maps,efficiency_residual
GNN,ch4t-test-001255,4,-0.837383,-2.215873,2.455779,0.346110,-7.868004,-7.616636,2.220e-16
GNN,ch4t-test-001256,6,2.542312,-0.720162,1.259179,-0.408719,-5.158877,-7.831488,4.441e-16
GNN,ch4t-test-001257,9,2.829917,1.540658,-0.470551,0.450442,-3.384168,-7.734634,8.882e-16
GNN,ch4t-test-001258,4,0.016906,0.834528,-0.053514,0.029036,-6.941331,-7.768287,0.000e+00
GNN,ch4t-test-001259,12,4.296187,-0.948876,1.367821,0.029355,-2.887795,-7.632282,8.882e-16
GNN,ch4t-test-001260,12,1.912140,-0.572472,1.254100,0.014412,-5.189728,-7.797908,0.000e+00
GNN,ch4t-test-001261,8,2.427665,-0.214726,1.006561,0.320850,-4.441048,-7.981398,8.882e-16
GNN,ch4t-test-001262,8,2.526112,0.013467,0.630255,0.532190,-4.164378,-7.866402,0.000e+00
GNN,ch4t-test-001263,4,2.857351,-1.201768,1.523310,0.430511,-4.380316,-7.989720,0.000e+00
GNN,ch4t-test-001264,8,-0.059352,1.788986,-0.127908,-0.015841,-6.396463,-7.982349,2.220e-16
GNN,ch4t-test-001265,12,-0.157439,1.291289,0.770872,-0.272895,-6.240426,-7.872252,2.220e-16
GNN,ch4t-test-001266,12,0.462349,-0.514991,1.108929,-0.764240,-7.487873,-7.779920,0.000e+00
GNN,ch4t-test-001267,8,0.224131,-0.545618,1.742684,-0.129581,-6.557849,-7.849465,2.220e-16
GNN,ch4t-test-001268,11,-0.014827,1.896778,-0.063183,0.162447,-6.002755,-7.983971,0.000e+00
GNN,ch4t-test-001269,8,3.627189,0.026764,-0.817486,0.822417,-4.333648,-7.992531,0.000e+00
GNN,ch4t-test-001270,10,-0.052299,1.447903,-0.098540,0.242336,-6.333244,-7.872645,2.220e-16
GNN,ch4t-test-001271,9,1.809625,-1.311770,0.621974,-0.013319,-6.848317,-7.954827,0.000e+00
GNN,ch4t-test-001272,5,1.271400,0.699522,0.645286,-0.371164,-5.676788,-7.921831,0.000e+00
GNN,ch4t-test-001273,12,1.700633,-0.319887,1.113349,0.403847,-5.284423,-8.182366,4.441e-16
GNN,ch4t-test-001274,4,0.036221,1.004350,-0.106767,-0.153998,-7.284825,-8.064631,0.000e+00
GNN,ch4t-test-001275,10,1.551241,0.841063,0.407318,-0.215830,-5.079186,-7.662978,0.000e+00
GNN,ch4t-test-001276,5,-0.015804,1.485209,-0.118731,0.101808,-6.716420,-8.168902,0.000e+00
GNN,ch4t-test-001277,9,0.330243,-1.645352,1.468528,0.025655,-7.550260,-7.729333,1.388e-16
GNN,ch4t-test-001278,8,0.877430,2.163637,1.587234,-0.293953,-3.695322,-8.029670,8.882e-16
GNN,ch4t-test-001279,11,1.160175,-1.010492,0.957341,-0.293447,-7.081510,-7.895087,3.331e-16
GNN,ch4t-test-001280,10,0.016453,2.585640,-0.229511,-0.111034,-6.197147,-8.458695,0.000e+00
GNN,ch4t-test-001281,6,0.506779,-1.310311,0.019248,-0.129472,-8.783990,-7.870235,2.220e-16
GNN,ch4t-test-001282,6,4.542350,-0.887315,-0.544816,1.040642,-3.854015,-8.004876,0.000e+00
GNN,ch4t-test-001283,6,0.685410,-0.625530,0.932442,0.496543,-6.696449,-8.185315,0.000e+00
GNN,ch4t-test-001284,6,2.418076,0.458136,0.804611,0.424936,-3.805272,-7.911031,8.882e-16
GNN,ch4t-test-001285,11,2.556636,0.864286,0.586034,-0.231337,-4.157830,-7.933449,8.882e-16
GNN,ch4t-test-001286,9,-0.012846,0.566073,-0.020745,0.093834,-7.122275,-7.748591,0.000e+00
GNN,ch4t-test-001287,6,3.317947,-1.229644,1.402152,0.267134,-4.195038,-7.952627,0.000e+00
GNN,ch4t-test-001288,12,-0.159898,2.713382,-0.112262,-0.025195,-5.312574,-7.728601,0.000e+00
GNN,ch4t-test-001289,10,2.191474,0.244331,0.951855,0.207228,-4.598685,-8.193573,4.441e-16
GNN,ch4t-test-001290,8,0.252273,0.436243,0.613966,-0.109608,-6.831484,-8.024357,0.000e+00
GNN,ch4t-test-001291,9,1.076339,-0.063917,0.524962,-0.292430,-6.581716,-7.826670,0.000e+00
GNN,ch4t-test-001292,9,-0.056144,0.713196,0.000270,0.197526,-7.073344,-7.928192,0.000e+00
GNN,ch4t-test-001293,7,2.625984,-0.686525,0.803693,0.110886,-4.876864,-7.730902,4.441e-16
GNN,ch4t-test-001294,8,2.519488,0.709137,0.973867,0.098191,-3.904671,-8.205354,0.000e+00
GNN,ch4t-test-001295,8,2.601645,0.294777,0.426693,0.118444,-4.396799,-7.838359,4.441e-16
GNN,ch4t-test-001296,11,3.818386,-0.705801,0.537085,0.399226,-3.961130,-8.010026,0.000e+00
GNN,ch4t-test-001297,6,4.921760,-1.573835,-0.674560,1.662394,-3.910173,-8.245933,8.882e-16
GNN,ch4t-test-001298,9,2.640358,0.666618,0.617436,0.440057,-3.515435,-7.879905,0.000e+00
GNN,ch4t-test-001299,12,4.914292,-0.479340,-1.582784,0.426585,-5.340044,-8.618796,8.882e-16
GNN,ch4t-test-001300,6,3.914636,-0.351643,-0.685901,-0.107783,-5.017541,-7.786849,0.000e+00
GNN,ch4t-test-001301,7,0.670426,-0.635298,0.148393,-0.153535,-7.864073,-7.894060,2.776e-17
GNN,ch4t-test-001302,7,2.906013,0.123571,1.241344,0.063226,-3.468264,-7.802417,0.000e+00
GNN,ch4t-test-001303,8,3.877150,-0.908871,-1.518914,1.049849,-5.660324,-8.159537,0.000e+00
GNN,ch4t-test-001304,10,2.025132,0.234906,0.717397,0.421734,-4.669627,-8.068795,0.000e+00
GNN,ch4t-test-001305,5,0.027464,0.723092,0.179262,0.007156,-6.718509,-7.655483,1.110e-16
GNN,ch4t-test-001306,7,4.575147,-1.140489,-0.783222,0.779114,-4.301559,-7.732109,8.882e-16
GNN,ch4t-test-001307,9,4.585254,0.343416,0.422553,0.515421,-2.214415,-8.081059,8.882e-16
GNN,ch4t-test-001308,12,-0.157938,2.122996,-0.086541,-0.092291,-5.763534,-7.549760,0.000e+00
GNN,ch4t-test-001309,5,1.252918,0.172795,0.270985,0.170061,-5.624826,-7.491587,0.000e+00
GNN,ch4t-test-001310,4,2.683913,-0.271160,0.918992,-0.504366,-5.305411,-8.132790,0.000e+00
GNN,ch4t-test-001311,10,1.298863,-1.107851,-0.318705,0.590597,-7.350782,-7.813686,0.000e+00
GNN,ch4t-test-001312,8,0.022385,1.400617,-0.117023,0.031972,-6.629064,-7.967014,0.000e+00
GNN,ch4t-test-001313,9,0.629354,-0.647242,1.825564,-0.734091,-6.983031,-8.056615,2.220e-16
GNN,ch4t-test-001314,4,-0.050932,1.073843,-0.002003,0.140448,-6.443353,-7.604710,2.220e-16
GNN,ch4t-test-001315,7,2.143291,-0.056162,1.061982,0.105981,-4.707394,-7.962485,0.000e+00
GNN,ch4t-test-001316,6,0.528775,-1.198213,1.112981,-0.135632,-7.143214,-7.451125,1.110e-16
GNN,ch4t-test-001317,10,1.245393,0.133392,0.210507,-0.001760,-6.035273,-7.622806,2.220e-16
GNN,ch4t-test-001318,10,-0.114799,1.042230,-0.093621,0.208178,-7.170891,-8.212879,0.000e+00
GNN,ch4t-test-001319,10,2.504737,-0.333832,0.403752,0.512848,-5.010156,-8.097661,4.441e-16
GNN,ch4t-test-001320,10,6.374084,-0.648620,-1.797482,0.951108,-2.780205,-7.659295,8.882e-16
GNN,ch4t-test-001321,8,2.308613,-1.367318,2.083448,0.277924,-4.708950,-8.011616,8.882e-16
GNN,ch4t-test-001322,9,-0.227023,-1.673877,0.320120,0.300996,-9.359362,-8.079578,0.000e+00
GNN,ch4t-test-001323,4,2.330772,0.620343,0.491182,0.516375,-4.230312,-8.188985,0.000e+00
GNN,ch4t-test-001324,12,4.006890,-0.900420,-1.210388,2.173288,-4.276461,-8.345830,8.882e-16
GNN,ch4t-test-001325,7,3.204817,-0.361401,1.531855,0.120980,-4.171478,-8.667730,0.000e+00
GNN,ch4t-test-001326,11,2.519654,0.041961,0.339774,0.195033,-4.905793,-8.002215,4.441e-16
GNN,ch4t-test-001327,11,2.272189,0.250310,0.767810,0.201512,-4.381850,-7.873670,0.000e+00
GNN,ch4t-test-001328,5,2.027312,-0.125406,0.652536,0.342355,-4.321010,-7.217807,0.000e+00
GNN,ch4t-test-001329,7,2.538914,-0.119730,0.852218,0.130785,-4.488542,-7.890728,4.441e-16
GNN,ch4t-test-001330,11,2.540989,0.908045,0.547605,0.328266,-3.625830,-7.950735,8.882e-16
GNN,ch4t-test-001331,10,4.479243,-0.487004,0.726709,0.364792,-3.057654,-8.141394,8.882e-16
GNN,ch4t-test-001332,11,2.013733,-0.109041,0.601586,-0.218872,-5.645766,-7.933172,0.000e+00
GNN,ch4t-test-001333,5,-0.621975,0.550816,-1.921690,0.727246,-8.881965,-7.616362,2.220e-16
GNN,ch4t-test-001334,7,2.101433,0.260738,0.624293,0.741329,-4.046095,-7.773888,0.000e+00
GNN,ch4t-test-001335,6,-0.881992,-2.099005,0.022603,0.304477,-10.601065,-7.947148,0.000e+00
GNN,ch4t-test-001336,11,2.709356,-0.079659,-0.499301,0.701608,-5.248888,-8.080892,0.000e+00
GNN,ch4t-test-001337,5,-0.329993,1.361398,-0.378419,0.197119,-7.254715,-8.104819,1.110e-16
GNN,ch4t-test-001338,9,1.669195,-0.253049,0.833157,-0.004020,-5.770211,-8.015493,0.000e+00
GNN,ch4t-test-001339,7,1.640070,-0.233933,0.805035,-0.348441,-5.229520,-7.092251,4.441e-16
GNN,ch4t-test-001340,8,2.663926,-0.336921,0.411258,0.190100,-4.923596,-7.851959,4.441e-16
GNN,ch4t-test-001341,10,4.118635,-0.659978,1.425295,-0.122748,-2.878620,-7.639825,8.882e-16
GNN,ch4t-test-001342,6,0.020778,1.149632,0.058477,-0.202026,-7.342891,-8.369752,0.000e+00
GNN,ch4t-test-001343,10,2.434959,-0.121535,0.322217,0.590816,-4.773464,-7.999921,4.441e-16
GNN,ch4t-test-001344,12,4.884345,0.782530,-0.463369,0.355724,-2.231205,-7.790436,0.000e+00
GNN,ch4t-test-001345,4,3.904142,-0.923697,-0.846114,1.003100,-4.590592,-7.728023,4.441e-16
GNN,ch4t-test-001346,11,1.976870,-0.190426,1.073617,0.083804,-4.856514,-7.800379,0.000e+00
GNN,ch4t-test-001347,9,-0.042939,1.457930,-0.078852,0.074711,-6.110707,-7.521558,0.000e+00
GNN,ch4t-test-001348,10,2.627220,0.674067,1.029561,0.210710,-2.874942,-7.416499,0.000e+00
GNN,ch4t-test-001349,6,-0.000126,0.261314,0.020762,0.069214,-7.452223,-7.803386,5.551e-17
GNN,ch4t-test-001350,9,1.850132,1.242383,0.185099,0.372180,-4.312797,-7.962590,0.000e+00
GNN,ch4t-test-001351,4,1.118654,0.474852,0.617831,-0.006301,-5.929648,-8.134684,0.000e+00
GNN,ch4t-test-001352,9,0.160423,1.733400,0.104697,-0.131545,-6.333394,-8.200369,2.220e-16
GNN,ch4t-test-001353,5,1.655035,0.005925,0.796412,0.596547,-4.806838,-7.860757,0.000e+00
GNN,ch4t-test-001354,4,0.617068,-0.828763,2.061813,-0.046162,-6.425382,-8.229339,0.000e+00
GNN,ch4t-test-001355,4,-0.019607,0.227655,-0.021075,-0.132521,-7.524205,-7.578657,0.000e+00
GNN,ch4t-test-001356,9,-0.013970,0.809782,0.058961,0.076206,-7.486197,-8.417176,0.000e+00
GNN,ch4t-test-001357,6,-0.003528,0.810854,-0.103373,-0.075663,-7.472377,-8.100666,0.000e+00
GNN,ch4t-test-001358,4,2.257706,0.123075,0.106479,0.293076,-5.105003,-7.885338,0.000e+00
GNN,ch4t-test-001359,8,1.971711,-1.484822,1.844223,0.013822,-5.442299,-7.787231,0.000e+00
GNN,ch4t-test-001360,9,1.679000,-0.371962,1.207347,0.160165,-5.324398,-7.998947,4.441e-16
GNN,ch4t-test-001361,12,1.092700,0.625448,0.808726,0.053254,-5.388210,-7.968338,4.441e-16
GNN,ch4t-test-001362,7,2.462883,-0.520462,0.642089,0.141841,-5.544344,-8.270694,4.441e-16
GNN,ch4t-test-001363,8,3.445070,0.049732,0.335339,0.268164,-3.833248,-7.931553,8.882e-16
GNN,ch4t-test-001364,11,0.030000,1.454085,-0.121719,-0.084203,-6.905001,-8.183164,0.000e+00
GNN,ch4t-test-001365,5,0.256786,1.511867,-0.034978,-0.112698,-6.432413,-8.053390,2.220e-16
GNN,ch4t-test-001366,4,1.023986,0.324129,0.382553,-0.157984,-6.089833,-7.662517,0.000e+00
GNN,ch4t-test-001367,6,2.410606,-0.051009,1.401452,0.193273,-3.802687,-7.757008,4.441e-16
GNN,ch4t-test-001368,4,3.470358,0.310140,-0.037985,0.471563,-3.672166,-7.886241,0.000e+00
GNN,ch4t-test-001369,12,1.388337,0.478765,1.528243,-0.084297,-4.756381,-8.067427,4.441e-16
GNN,ch4t-test-001370,6,0.783200,1.754530,0.635224,-0.267148,-4.416280,-7.322086,4.441e-16
GNN,ch4t-test-001371,4,1.754180,-0.402340,0.891271,-0.026956,-5.998866,-8.215021,0.000e+00
GNN,ch4t-test-001372,8,1.286645,0.710253,0.462439,0.365894,-5.251429,-8.076660,0.000e+00
GNN,ch4t-test-001373,7,2.409781,-0.626698,1.165589,-0.413713,-5.567355,-8.102314,0.000e+00
GNN,ch4t-test-001374,12,2.299396,1.418700,-0.871455,0.039439,-5.081243,-7.967322,0.000e+00
GNN,ch4t-test-001375,4,-0.011643,0.563448,0.033911,0.011850,-7.441853,-8.039418,1.110e-16
GNN,ch4t-test-001376,5,1.797520,-0.076519,0.737975,-0.009884,-5.657869,-8.106961,4.441e-16
GNN,ch4t-test-001377,9,3.055993,-0.492893,1.471783,-0.131106,-4.114145,-8.017922,4.441e-16
GNN,ch4t-test-001378,6,-0.031932,0.436565,-0.009990,0.108788,-7.826036,-8.329467,0.000e+00
GNN,ch4t-test-001379,5,0.045213,1.936087,-0.364917,0.055206,-6.234754,-7.906342,0.000e+00
GNN,ch4t-test-001380,6,3.244525,0.061446,0.876728,0.279698,-3.556080,-8.018477,0.000e+00
GNN,ch4t-test-001381,5,-0.007078,1.094955,-0.149271,-0.214278,-7.223063,-7.947391,0.000e+00
GNN,ch4t-test-001382,9,1.864306,-0.231381,1.151396,-0.170524,-5.548969,-8.162766,0.000e+00
GNN,ch4t-test-001383,5,-0.088885,-0.364127,1.573947,-0.270962,-6.608486,-7.458459,1.110e-16
GNN,ch4t-test-001384,8,1.733636,-0.229185,1.017724,-0.366001,-5.700260,-7.856434,4.441e-16
GNN,ch4t-test-001385,12,4.115525,-0.823341,-1.413802,1.169665,-4.409743,-7.457790,0.000e+00
GNN,ch4t-test-001386,6,0.385206,0.200747,0.597575,0.070782,-6.433294,-7.687604,0.000e+00
GNN,ch4t-test-001387,12,3.157824,-0.375648,0.925106,0.288285,-4.188500,-8.184067,4.441e-16
GNN,ch4t-test-001388,5,-0.086924,0.999267,0.053861,-0.007789,-7.032165,-7.990580,0.000e+00
GNN,ch4t-test-001389,9,2.162285,0.577297,0.844996,-0.126959,-4.544306,-8.001923,0.000e+00
GNN,ch4t-test-001390,7,0.120889,0.534821,0.593567,-0.164772,-6.782087,-7.866592,0.000e+00
GNN,ch4t-test-001391,10,0.033962,1.213906,-0.010568,-0.005801,-6.814845,-8.046344,0.000e+00
GNN,ch4t-test-001392,6,1.051385,-1.223224,0.994338,-0.167360,-7.371200,-8.026339,2.220e-16
GNN,ch4t-test-001393,7,0.219740,0.112637,1.191020,-0.835800,-7.277590,-7.965187,1.110e-16
GNN,ch4t-test-001394,4,4.943226,-1.173544,-0.640465,1.295604,-3.738567,-8.163388,8.882e-16
GNN,ch4t-test-001395,12,1.996681,0.778858,0.752403,-0.048743,-3.926892,-7.406092,0.000e+00
GNN,ch4t-test-001396,10,4.283729,-1.283796,-0.502663,1.694505,-5.066494,-9.258269,0.000e+00
GNN,ch4t-test-001397,10,0.861404,-0.343198,0.987652,0.911522,-5.239284,-7.656663,0.000e+00
GNN,ch4t-test-001398,10,3.121459,-0.586391,0.569082,0.105464,-4.679602,-7.889216,0.000e+00
GNN,ch4t-test-001399,12,3.276158,-0.451785,1.740279,0.263205,-2.926244,-7.754102,0.000e+00
GNN,ch4t-test-001400,10,2.393512,0.306271,0.778311,0.360492,-4.161802,-8.000387,4.441e-16
GNN,ch4t-test-001401,12,2.534998,0.436370,0.545130,-0.195323,-4.505182,-7.826357,0.000e+00
GNN,ch4t-test-001402,11,1.748029,0.805977,0.288366,0.211603,-4.689377,-7.743352,4.441e-16
GNN,ch4t-test-001403,7,0.884053,1.124044,0.409739,-0.300936,-6.084298,-8.201198,0.000e+00
GNN,ch4t-test-001404,11,2.703710,-1.373023,1.777265,0.023917,-4.676856,-7.808725,4.441e-16
GNN,ch4t-test-001405,12,-0.255513,1.345478,-0.210770,0.059746,-6.516282,-7.455222,1.110e-16
GNN,ch4t-test-001406,9,2.494529,-0.898445,1.921484,0.254926,-4.330344,-8.102839,0.000e+00
GNN,ch4t-test-001407,6,4.441394,-0.251153,-0.488725,0.436730,-4.427623,-8.565868,0.000e+00
GNN,ch4t-test-001408,6,-0.308289,2.265891,-0.400237,0.090927,-6.074141,-7.722433,2.220e-16
GNN,ch4t-test-001409,11,3.028541,1.111073,-0.460134,0.217966,-4.356546,-8.253992,8.882e-16
GNN,ch4t-test-001410,5,-0.099123,0.658367,-0.452441,-0.053462,-7.246877,-7.300217,6.939e-17
GNN,ch4t-test-001411,6,2.433293,0.025777,0.997337,0.189469,-4.373190,-8.019065,4.441e-16
GNN,ch4t-test-001412,9,2.569975,1.110056,-0.289627,0.727726,-4.177327,-8.295457,0.000e+00
GNN,ch4t-test-001413,12,3.150648,-0.450451,1.411041,-0.043258,-3.805469,-7.873449,0.000e+00
GNN,ch4t-test-001414,11,3.122876,-0.872215,0.509962,0.173465,-4.254135,-7.188222,4.441e-16
GNN,ch4t-test-001415,5,2.344920,0.517258,1.158384,-0.086924,-4.296024,-8.229662,4.441e-16
GNN,ch4t-test-001416,8,0.029411,1.098371,-0.071338,-0.012914,-6.758272,-7.801802,2.220e-16
GNN,ch4t-test-001417,9,2.432225,0.593434,0.221612,0.701219,-3.861730,-7.810221,4.441e-16
GNN,ch4t-test-001418,7,-0.100708,1.885918,-0.305857,0.187215,-6.179021,-7.845588,2.220e-16
GNN,ch4t-test-001419,7,5.429939,-1.010579,-1.283019,1.044516,-4.170710,-8.351567,0.000e+00
GNN,ch4t-test-001420,4,1.530450,-1.449866,1.355282,0.214845,-6.161471,-7.812183,2.220e-16
GNN,ch4t-test-001421,9,-0.187194,-1.828495,0.557909,-0.110566,-9.108890,-7.540544,2.220e-16
GNN,ch4t-test-001422,12,1.581687,1.582210,0.934463,-0.208507,-4.312023,-8.201876,4.441e-16
GNN,ch4t-test-001423,10,2.093267,-0.905681,1.081387,0.201974,-5.515759,-7.986706,0.000e+00
GNN,ch4t-test-001424,7,0.674743,-1.076897,0.734142,0.259108,-7.188696,-7.779791,0.000e+00
GNN,ch4t-test-001425,5,1.842448,-1.291624,1.905354,0.135970,-5.447350,-8.039498,8.882e-16
GNN,ch4t-test-001426,10,1.308702,0.515768,0.804610,0.251045,-5.046532,-7.926658,4.441e-16
GNN,ch4t-test-001427,4,0.193479,0.664342,0.544280,-0.221623,-6.795884,-7.976362,2.220e-16
GNN,ch4t-test-001428,12,3.759734,-0.298251,-1.792014,0.816401,-5.520502,-8.006372,0.000e+00
GNN,ch4t-test-001429,6,0.803210,-0.358078,0.308749,-0.227226,-7.387492,-7.914148,1.110e-16
GNN,ch4t-test-001430,12,3.307951,-0.385777,1.346760,0.331887,-3.447002,-8.047825,0.000e+00
GNN,ch4t-test-001431,10,4.841715,-1.259839,-0.674673,0.963870,-3.920618,-7.791691,0.000e+00
GNN,ch4t-test-001432,8,1.233429,-1.016324,2.440521,-0.568291,-5.618062,-7.707397,0.000e+00
GNN,ch4t-test-001433,4,0.515630,-0.848781,1.732394,0.241343,-6.226881,-7.867466,0.000e+00
GNN,ch4t-test-001434,6,-0.002663,0.765296,-0.007028,0.112745,-7.032749,-7.901097,1.110e-16
GNN,ch4t-test-001435,4,1.873304,-0.162934,0.579537,0.325002,-5.565951,-8.180860,4.441e-16
GNN,ch4t-test-001436,8,0.238074,0.435839,-0.106465,-0.048946,-7.672000,-8.190501,1.110e-16
GNN,ch4t-test-001437,5,1.346666,0.265837,0.002011,0.510836,-5.987510,-8.112861,0.000e+00
GNN,ch4t-test-001438,4,1.296500,-0.088747,0.205998,0.541873,-5.610408,-7.566031,0.000e+00
GNN,ch4t-test-001439,8,1.735126,0.658113,0.285848,0.624072,-4.530236,-7.833396,0.000e+00
GNN,ch4t-test-001440,10,2.612138,-1.026409,1.134433,0.011916,-5.075935,-7.808013,4.441e-16
GNN,ch4t-test-001441,9,2.418914,-1.189576,1.285818,-0.375717,-5.685485,-7.824923,0.000e+00
GNN,ch4t-test-001442,11,4.061631,-0.585915,0.803883,0.375799,-2.949401,-7.604800,8.882e-16
GNN,ch4t-test-001443,6,4.275314,-0.466478,1.012981,0.012359,-3.363450,-8.197627,0.000e+00
GNN,ch4t-test-001444,12,2.948513,-0.115058,0.383480,1.095931,-3.357212,-7.670079,0.000e+00
GNN,ch4t-test-001445,10,0.310603,1.503541,1.473620,-0.134404,-4.810444,-7.963804,0.000e+00
GNN,ch4t-test-001446,4,-0.004402,0.114616,0.013331,0.048466,-7.617879,-7.789890,0.000e+00
GNN,ch4t-test-001447,11,2.583911,0.046873,0.936821,0.213117,-3.961078,-7.741800,4.441e-16
GNN,ch4t-test-001448,10,0.524320,-0.722593,0.342431,-0.141649,-7.802714,-7.805224,1.110e-16
GNN,ch4t-test-001449,5,1.843612,0.575016,0.243022,0.429051,-4.709874,-7.800575,4.441e-16
GNN,ch4t-test-001450,4,1.929608,0.615606,0.520191,-0.170283,-4.900561,-7.795683,0.000e+00
GNN,ch4t-test-001451,4,1.906723,-0.389215,0.379015,0.633939,-4.727895,-7.258356,4.441e-16
GNN,ch4t-test-001452,4,0.995971,-0.851312,1.149171,-0.049964,-6.698500,-7.942367,2.220e-16
GNN,ch4t-test-001453,5,0.870538,0.382182,0.052439,0.034123,-7.050811,-8.390094,0.000e+00
GNN,ch4t-test-001454,10,0.765054,-0.221270,0.768224,-0.453149,-7.251230,-8.110090,0.000e+00
GNN,ch4t-test-001455,5,1.526582,-0.872364,1.666307,-0.773386,-6.824487,-8.371627,6.661e-16
GNN,ch4t-test-001456,9,1.780515,-0.138611,0.638808,0.568894,-4.612464,-7.462069,0.000e+00
GNN,ch4t-test-001457,9,0.163689,-1.218748,0.900557,-0.768934,-8.715980,-7.792543,0.000e+00
GNN,ch4t-test-001458,8,0.329295,-1.124019,0.748650,-0.094396,-8.318247,-8.177777,5.551e-17
GNN,ch4t-test-001459,6,1.151867,0.562172,-0.007942,0.381177,-5.577911,-7.665185,0.000e+00
GNN,ch4t-test-001460,6,0.031771,-0.707576,0.120451,0.200976,-8.630756,-8.276379,5.551e-17
GNN,ch4t-test-001461,7,1.399142,1.064896,0.562936,0.177891,-4.859906,-8.064771,0.000e+00
GNN,ch4t-test-001462,8,5.409390,-2.156444,-0.755134,0.652775,-4.098785,-7.249372,8.882e-16
GNN,ch4t-test-001463,12,1.673938,0.735970,0.651469,0.313457,-5.139402,-8.514236,0.000e+00
GNN,ch4t-test-001464,9,5.544929,-1.367405,-0.914701,0.711614,-4.029239,-8.003676,8.882e-16
GNN,ch4t-test-001465,5,-0.411675,0.835963,-0.381628,0.431725,-7.455508,-7.929893,0.000e+00
GNN,ch4t-test-001466,8,2.998278,0.341985,1.538313,-0.477381,-3.728510,-8.129705,8.882e-16
GNN,ch4t-test-001467,5,0.016706,-0.041250,0.037805,-0.059644,-7.862365,-7.815982,2.776e-17
GNN,ch4t-test-001468,11,1.452800,0.241157,1.215121,0.047519,-4.906685,-7.863281,4.441e-16
GNN,ch4t-test-001469,5,2.651280,0.404212,0.017999,0.175975,-4.777795,-8.027262,0.000e+00
GNN,ch4t-test-001470,6,1.811401,0.495876,0.024938,0.785866,-4.910605,-8.028685,0.000e+00
GNN,ch4t-test-001471,11,2.299157,0.696340,0.522666,0.290771,-4.334855,-8.143789,4.441e-16
GNN,ch4t-test-001472,10,1.359045,0.403353,0.295025,-0.082432,-5.845440,-7.820431,2.220e-16
GNN,ch4t-test-001473,5,0.405308,-0.230828,0.775723,-0.306972,-7.161696,-7.804926,0.000e+00
GNN,ch4t-test-001474,6,1.387897,-0.670619,1.088418,-0.207514,-6.133606,-7.731788,2.220e-16
GNN,ch4t-test-001475,4,0.150792,-0.477947,0.165842,0.033190,-8.008399,-7.880276,0.000e+00
GNN,ch4t-test-001476,8,0.014149,1.497247,-0.159543,0.139202,-6.370224,-7.861280,2.220e-16
GNN,ch4t-test-001477,9,2.164920,0.575697,0.289534,0.354770,-4.268131,-7.653053,4.441e-16
GNN,ch4t-test-001478,10,1.919347,0.418094,0.559523,-0.057453,-4.962136,-7.801647,0.000e+00
GNN,ch4t-test-001479,11,2.088048,-1.194321,0.884240,0.718276,-5.397612,-7.893855,4.441e-16
GNN,ch4t-test-001480,4,-0.152002,0.161970,-0.113271,0.352749,-7.823168,-8.072613,2.776e-17
GNN,ch4t-test-001481,11,1.316850,-0.489201,0.591431,-0.594987,-6.995127,-7.819220,0.000e+00
GNN,ch4t-test-001482,4,2.125485,-0.463229,0.847927,0.439908,-4.938944,-7.889035,0.000e+00
GNN,ch4t-test-001483,7,1.625677,-0.848539,1.667922,-0.181046,-5.655718,-7.919732,0.000e+00
GNN,ch4t-test-001484,8,4.415392,-0.303728,0.988184,-0.254896,-3.233925,-8.078877,8.882e-16
GNN,ch4t-test-001485,7,3.106992,0.478245,2.011524,0.277112,-2.045227,-7.919100,0.000e+00
GNN,ch4t-test-001486,8,0.663538,0.341231,0.389059,0.168552,-6.554821,-8.117201,2.220e-16
GNN,ch4t-test-001487,10,2.469850,0.401503,0.972413,0.445178,-3.560999,-7.849943,0.000e+00
GNN,ch4t-test-001488,6,0.023312,0.692819,-0.085637,0.177608,-7.297762,-8.105864,0.000e+00
GNN,ch4t-test-001489,10,3.000039,-1.190292,1.034883,0.308669,-4.558860,-7.712159,4.441e-16
GNN,ch4t-test-001490,11,4.116333,0.300112,-2.545524,0.038815,-5.959612,-7.869348,0.000e+00
GNN,ch4t-test-001491,4,0.153960,-0.224033,0.945175,-0.541101,-7.895308,-8.229310,0.000e+00
GNN,ch4t-test-001492,7,1.594924,-0.365806,0.544926,0.673483,-5.910956,-8.358482,0.000e+00
GNN,ch4t-test-001493,6,-0.040728,0.869446,0.019505,0.087158,-7.130894,-8.066276,1.110e-16
GNN,ch4t-test-001494,7,-0.243710,-0.186612,0.188256,0.237930,-8.028584,-8.024447,0.000e+00
GNN,ch4t-test-001495,7,1.824899,-0.107883,0.831761,0.264417,-4.438244,-7.251439,0.000e+00
GNN,ch4t-test-001496,7,2.032940,-0.076727,0.930385,0.030780,-4.939829,-7.857206,4.441e-16
GNN,ch4t-test-001497,7,3.448838,0.072188,-1.092872,-0.038400,-6.020314,-8.410068,4.441e-16
GNN,ch4t-test-001498,6,-0.168587,1.257347,-0.168391,0.065171,-6.851072,-7.836612,1.110e-16
GNN,ch4t-test-001499,11,2.245363,-0.236953,1.025889,-0.223461,-5.567018,-8.377856,4.441e-16
GNN,ch4t-test-001500,11,4.362915,-0.128965,-0.488623,0.198850,-3.861857,-7.806034,0.000e+00
GNN,ch4t-test-001501,4,1.416749,0.336945,0.575366,-0.140294,-5.697906,-7.886672,4.441e-16
